date,competition,season,stage,home_team,away_team,home_goals,away_goals,neutral
2000-01-04,Friendly,2000,Unknown,Egypt,Togo,2,1,False
2000-01-07,Friendly,2000,Unknown,Tunisia,Togo,7,0,False
2000-01-08,Friendly,2000,Unknown,Trinidad And Tobago,Canada,0,0,False
2000-01-09,Friendly,2000,Unknown,Burkina Faso,Gabon,1,1,False
2000-01-09,Friendly,2000,Unknown,Guatemala,Armenia,1,1,True
2000-01-09,Friendly,2000,Unknown,Ivory Coast,Egypt,2,0,False
2000-01-09,Friendly,2000,Unknown,Mexico,Iran,2,1,True
2000-01-11,Friendly,2000,Unknown,Bermuda,Canada,0,2,False
2000-01-11,Friendly,2000,Unknown,Burkina Faso,Cameroon,2,2,False
2000-01-13,Friendly,2000,Unknown,Senegal,Cameroon,0,0,False
2000-01-14,Friendly,2000,Unknown,China,New Zealand,1,0,False
2000-01-16,Friendly,2000,Unknown,Jamaica,New Zealand,2,1,True
2000-01-16,Friendly,2000,Unknown,United States,Iran,1,1,False
2000-01-18,Friendly,2000,Unknown,Ghana,Tunisia,2,0,False
2000-01-18,Friendly,2000,Unknown,Morocco,Trinidad And Tobago,1,0,False
2000-01-19,Friendly,2000,Unknown,Panama,Guatemala,2,0,False
2000-01-19,Friendly,2000,Unknown,Togo,Egypt,1,0,False
2000-01-20,Friendly,2000,Unknown,Burkina Faso,Algeria,1,0,False
2000-01-20,Friendly,2000,Unknown,Malta,Qatar,2,0,False
2000-01-21,Friendly,2000,Unknown,New Zealand,South Korea,0,1,False
2000-01-22,African Cup of Nations,2000,Unknown,Ghana,Cameroon,1,1,False
2000-01-23,Friendly,2000,Unknown,New Zealand,South Korea,0,0,False
2000-01-23,AFC Asian Cup qualification,2000,Unknown,China,Philippines,8,0,True
2000-01-23,African Cup of Nations,2000,Unknown,Egypt,Zambia,2,0,True
2000-01-23,African Cup of Nations,2000,Unknown,South Africa,Gabon,3,1,True
2000-01-23,AFC Asian Cup qualification,2000,Unknown,Vietnam,Guam,11,0,False
2000-01-23,African Cup of Nations,2000,Unknown,Nigeria,Tunisia,4,2,False
2000-01-24,African Cup of Nations,2000,Unknown,Dr Congo,Algeria,0,0,True
2000-01-24,African Cup of Nations,2000,Unknown,Ivory Coast,Togo,1,1,True
2000-01-24,Friendly,2000,Unknown,Qatar,Bosnia And Herzegovina,2,0,False
2000-01-25,African Cup of Nations,2000,Unknown,Burkina Faso,Senegal,1,3,True
2000-01-25,African Cup of Nations,2000,Unknown,Morocco,Congo,1,0,True
2000-01-26,Friendly,2000,Unknown,Guatemala,Panama,1,1,False
2000-01-26,AFC Asian Cup qualification,2000,Unknown,China,Guam,19,0,True
2000-01-26,Friendly,2000,Unknown,Costa Rica,Trinidad And Tobago,2,1,False
2000-01-26,Friendly,2000,Unknown,Uganda,Libya,3,2,False
2000-01-26,AFC Asian Cup qualification,2000,Unknown,Vietnam,Philippines,3,0,False
2000-01-26,Friendly,2000,Unknown,Spain,Poland,3,0,False
2000-01-27,African Cup of Nations,2000,Unknown,Ghana,Togo,2,0,False
2000-01-27,African Cup of Nations,2000,Unknown,South Africa,Dr Congo,1,0,True
2000-01-28,African Cup of Nations,2000,Unknown,Cameroon,Ivory Coast,3,0,True
2000-01-28,African Cup of Nations,2000,Unknown,Egypt,Senegal,1,0,True
2000-01-28,African Cup of Nations,2000,Unknown,Nigeria,Congo,0,0,False
2000-01-28,Friendly,2000,Unknown,United States Virgin Islands,Saint Lucia,0,9,False
2000-01-29,AFC Asian Cup qualification,2000,Unknown,Philippines,Guam,2,0,True
2000-01-29,Friendly,2000,Unknown,Chile,United States,1,2,False
2000-01-29,African Cup of Nations,2000,Unknown,Algeria,Gabon,3,1,True
2000-01-29,African Cup of Nations,2000,Unknown,Tunisia,Morocco,0,0,True
2000-01-29,African Cup of Nations,2000,Unknown,Zambia,Burkina Faso,1,1,True
2000-01-29,AFC Asian Cup qualification,2000,Unknown,Vietnam,China,0,2,False
2000-01-30,Friendly,2000,Unknown,United States Virgin Islands,Saint Lucia,0,2,False
2000-01-31,African Cup of Nations,2000,Unknown,Cameroon,Togo,0,1,True
2000-01-31,Nordic Championship,2000,Unknown,Faroe Islands,Finland,0,1,True
2000-01-31,African Cup of Nations,2000,Unknown,Ghana,Ivory Coast,0,2,False
2000-01-31,Nordic Championship,2000,Unknown,Iceland,Norway,0,0,True
2000-01-31,Friendly,2000,Unknown,Kuwait,Syria,4,0,False
2000-02-01,African Cup of Nations,2000,Unknown,Egypt,Burkina Faso,4,2,True
2000-02-01,African Cup of Nations,2000,Unknown,Zambia,Senegal,2,2,True
2000-02-01,Friendly,2000,Unknown,British Virgin Islands,Saint Lucia,2,3,False
2000-02-02,Cyprus International Tournament,2000,Unknown,Cyprus,Lithuania,2,1,False
2000-02-02,African Cup of Nations,2000,Unknown,Dr Congo,Gabon,0,0,True
2000-02-02,Friendly,2000,Unknown,Costa Rica,Chile,1,0,False
2000-02-02,Cyprus International Tournament,2000,Unknown,Armenia,Moldova,2,1,True
2000-02-02,Friendly,2000,Unknown,Saint Kitts And Nevis,Saint Lucia,0,1,False
2000-02-02,Cyprus International Tournament,2000,Unknown,Romania,Latvia,2,0,True
2000-02-02,African Cup of Nations,2000,Unknown,South Africa,Algeria,1,1,True
2000-02-02,Nordic Championship,2000,Unknown,Finland,Iceland,0,1,True
2000-02-03,African Cup of Nations,2000,Unknown,Nigeria,Morocco,2,0,False
2000-02-03,African Cup of Nations,2000,Unknown,Tunisia,Congo,1,0,True
2000-02-04,Cyprus International Tournament,2000,Unknown,Cyprus,Armenia,3,2,False
2000-02-04,Friendly,2000,Unknown,Kuwait,Iran,1,1,False
2000-02-04,Nordic Championship,2000,Unknown,Faroe Islands,Iceland,2,3,True
2000-02-04,Cyprus International Tournament,2000,Unknown,Romania,Georgia,1,1,True
2000-02-04,Nordic Championship,2000,Unknown,Norway,Sweden,1,1,True
2000-02-04,Cyprus International Tournament,2000,Unknown,Moldova,Lithuania,2,1,True
2000-02-05,Friendly,2000,Unknown,Guatemala,Chile,2,1,False
2000-02-05,Lunar New Year Cup,2000,Unknown,Japan,Mexico,0,1,True
2000-02-06,Malta International Tournament,2000,Unknown,Albania,Andorra,3,0,True
2000-02-06,African Cup of Nations,2000,Unknown,Cameroon,Algeria,2,1,True
2000-02-06,Friendly,2000,Unknown,Cayman Islands,Jamaica,0,0,False
2000-02-06,Cyprus International Tournament,2000,Unknown,Cyprus,Romania,3,2,False
2000-02-06,Cyprus International Tournament,2000,Unknown,Georgia,Armenia,2,1,True
2000-02-06,African Cup of Nations,2000,Unknown,Ghana,South Africa,0,1,False
2000-02-06,Cyprus International Tournament,2000,Unknown,Latvia,Lithuania,1,2,True
2000-02-06,Malta International Tournament,2000,Unknown,Malta,Azerbaijan,3,0,False
2000-02-07,African Cup of Nations,2000,Unknown,Nigeria,Senegal,2,1,False
2000-02-07,Friendly,2000,Unknown,Singapore,Malaysia,3,1,False
2000-02-07,African Cup of Nations,2000,Unknown,Egypt,Tunisia,0,1,True
2000-02-08,Malta International Tournament,2000,Unknown,Albania,Azerbaijan,1,0,True
2000-02-08,Malta International Tournament,2000,Unknown,Malta,Andorra,1,1,False
2000-02-08,Lunar New Year Cup,2000,Unknown,Mexico,Czech Republic,1,2,True
2000-02-08,Friendly,2000,Unknown,Syria,North Korea,5,1,False
2000-02-09,Friendly,2000,Unknown,Bulgaria,Slovakia,1,0,True
2000-02-09,Friendly,2000,Unknown,Cayman Islands,Jamaica,0,1,False
2000-02-09,Friendly,2000,Unknown,Chile,Australia,2,1,False
2000-02-09,Friendly,2000,Unknown,Honduras,El Salvador,5,1,False
2000-02-10,African Cup of Nations,2000,Unknown,Cameroon,Tunisia,3,0,True
2000-02-10,Malta International Tournament,2000,Unknown,Andorra,Azerbaijan,0,0,True
2000-02-10,AFC Asian Cup qualification,2000,Unknown,Kuwait,Turkmenistan,6,1,False
2000-02-10,Malta International Tournament,2000,Unknown,Malta,Albania,0,1,False
2000-02-10,Friendly,2000,Unknown,Hong Kong,Singapore,0,0,False
2000-02-10,African Cup of Nations,2000,Unknown,Nigeria,South Africa,2,0,False
2000-02-10,AFC Asian Cup qualification,2000,Unknown,Nepal,Yemen,0,3,True
2000-02-12,Friendly,2000,Unknown,Australia,Slovakia,0,0,True
2000-02-12,Friendly,2000,Unknown,Chile,Bulgaria,3,2,False
2000-02-12,Gold Cup,2000,Unknown,Colombia,Jamaica,1,0,True
2000-02-12,AFC Asian Cup qualification,2000,Unknown,Nepal,Bhutan,3,0,True
2000-02-12,African Cup of Nations,2000,Unknown,South Africa,Tunisia,2,2,True
2000-02-12,Gold Cup,2000,Unknown,United States,Haiti,3,0,False
2000-02-12,AFC Asian Cup qualification,2000,Unknown,Yemen,Turkmenistan,0,1,True
2000-02-13,Gold Cup,2000,Unknown,Mexico,Trinidad And Tobago,4,0,True
2000-02-13,Gold Cup,2000,Unknown,Costa Rica,Canada,2,2,True
2000-02-13,AFC Asian Cup qualification,2000,Unknown,Macau,Brunei,1,0,False
2000-02-13,AFC Asian Cup qualification,2000,Unknown,Singapore,Japan,0,3,True
2000-02-13,African Cup of Nations,2000,Unknown,Nigeria,Cameroon,2,2,False
2000-02-13,Friendly,2000,Unknown,Syria,North Korea,0,0,False
2000-02-13,Friendly,2000,Unknown,Dominican Republic,British Virgin Islands,1,0,False
2000-02-14,Gold Cup,2000,Unknown,Haiti,Peru,1,1,True
2000-02-14,Gold Cup,2000,Unknown,Jamaica,Honduras,0,2,True
2000-02-14,AFC Asian Cup qualification,2000,Unknown,Kuwait,Bhutan,20,0,False
2000-02-14,AFC Asian Cup qualification,2000,Unknown,Turkmenistan,Nepal,5,0,True
2000-02-15,Friendly,2000,Unknown,Australia,Bulgaria,1,1,True
2000-02-15,Gold Cup,2000,Unknown,Canada,South Korea,0,0,True
2000-02-15,Friendly,2000,Unknown,Chile,Slovakia,0,2,False
2000-02-15,Friendly,2000,Unknown,Malaysia,Maldives,2,0,False
2000-02-15,Gold Cup,2000,Unknown,Trinidad And Tobago,Guatemala,4,2,True
2000-02-16,AFC Asian Cup qualification,2000,Unknown,Bhutan,Turkmenistan,0,8,True
2000-02-16,Gold Cup,2000,Unknown,Honduras,Colombia,2,0,True
2000-02-16,AFC Asian Cup qualification,2000,Unknown,Japan,Brunei,9,0,True
2000-02-16,AFC Asian Cup qualification,2000,Unknown,Kuwait,Yemen,2,0,False
2000-02-16,Friendly,2000,Unknown,Lebanon,North Korea,1,0,False
2000-02-16,AFC Asian Cup qualification,2000,Unknown,Macau,Singapore,0,1,False
2000-02-16,Friendly,2000,Unknown,Panama,El Salvador,4,1,False
2000-02-16,Gold Cup,2000,Unknown,United States,Peru,1,0,False
2000-02-17,Friendly,2000,Unknown,Barbados,Saint Kitts And Nevis,1,0,False
2000-02-17,Gold Cup,2000,Unknown,South Korea,Costa Rica,2,2,True
2000-02-17,Friendly,2000,Unknown,Malaysia,Maldives,3,0,False
2000-02-17,Gold Cup,2000,Unknown,Mexico,Guatemala,1,1,True
2000-02-18,AFC Asian Cup qualification,2000,Unknown,Kuwait,Nepal,5,0,False
2000-02-18,AFC Asian Cup qualification,2000,Unknown,Yemen,Bhutan,11,2,True
2000-02-19,Friendly,2000,Unknown,Dominica,Antigua And Barbuda,2,0,False
2000-02-19,Gold Cup,2000,Unknown,Honduras,Peru,3,5,True
2000-02-19,Friendly,2000,Unknown,Oman,Switzerland,1,4,False
2000-02-19,Friendly,2000,Unknown,United Arab Emirates,Slovenia,1,1,True
2000-02-19,Gold Cup,2000,Unknown,United States,Colombia,2,2,False
2000-02-20,AFC Asian Cup qualification,2000,Unknown,Macau,Japan,0,3,False
2000-02-20,Gold Cup,2000,Unknown,Costa Rica,Trinidad And Tobago,1,2,True
2000-02-20,Friendly,2000,Unknown,Lesotho,Eswatini,1,0,False
2000-02-20,Gold Cup,2000,Unknown,Mexico,Canada,1,2,True
2000-02-20,King's Cup,2000,Unknown,Thailand,Finland,0,0,False
2000-02-20,Friendly,2000,Unknown,Kernow,Guernsey,1,2,False
2000-02-20,AFC Asian Cup qualification,2000,Unknown,Singapore,Brunei,1,0,True
2000-02-21,Friendly,2000,Unknown,Oman,United Arab Emirates,0,1,False
2000-02-23,Friendly,2000,Unknown,Israel,Russia,4,1,False
2000-02-23,Friendly,2000,Unknown,Belgium,Portugal,1,1,False
2000-02-23,Gold Cup,2000,Unknown,Colombia,Peru,2,1,True
2000-02-23,Friendly,2000,Unknown,England,Argentina,0,0,False
2000-02-23,King's Cup,2000,Unknown,Estonia,Finland,2,4,True
2000-02-23,Friendly,2000,Unknown,France,Poland,1,0,False
2000-02-23,Friendly,2000,Unknown,Greece,Austria,4,1,False
2000-02-23,Friendly,2000,Unknown,Hungary,Australia,0,3,False
2000-02-23,Friendly,2000,Unknown,Republic Of Ireland,Czech Republic,3,2,False
2000-02-23,Friendly,2000,Unknown,Croatia,Spain,0,0,False
2000-02-23,Friendly,2000,Unknown,Italy,Sweden,1,0,False
2000-02-23,Friendly,2000,Unknown,Lebanon,Jordan,1,1,False
2000-02-23,Friendly,2000,Unknown,Luxembourg,Northern Ireland,1,3,False
2000-02-23,Friendly,2000,Unknown,North Macedonia,Serbia,1,2,False
2000-02-23,Friendly,2000,Unknown,Netherlands,Germany,2,1,False
2000-02-23,Friendly,2000,Unknown,Oman,Slovenia,0,4,False
2000-02-23,King's Cup,2000,Unknown,Thailand,Brazil,0,7,False
2000-02-23,Friendly,2000,Unknown,Turkey,Norway,0,2,False
2000-02-23,Friendly,2000,Unknown,United Arab Emirates,Switzerland,1,0,True
2000-02-23,Friendly,2000,Unknown,Qatar,Wales,0,1,False
2000-02-24,Gold Cup,2000,Unknown,Trinidad And Tobago,Canada,0,1,True
2000-02-25,Friendly,2000,Unknown,British Virgin Islands,Anguilla,3,4,False
2000-02-25,King's Cup,2000,Unknown,Thailand,Estonia,2,1,False
2000-02-27,Friendly,2000,Unknown,British Virgin Islands,Anguilla,5,0,False
2000-02-27,Friendly,2000,Unknown,Botswana,Lesotho,1,0,False
2000-02-27,King's Cup,2000,Unknown,Thailand,Finland,5,1,False
2000-02-27,Gold Cup,2000,Unknown,Canada,Colombia,2,0,True
2000-02-29,Friendly,2000,Unknown,Barbados,Antigua And Barbuda,2,2,False
2000-02-29,Friendly,2000,Unknown,El Salvador,Panama,3,1,False
2000-02-29,Friendly,2000,Unknown,Uzbekistan,Mongolia,8,1,False
2000-03-01,Friendly,2000,Unknown,Zambia,Lesotho,2,0,False
2000-03-04,FIFA World Cup qualification,2000,Unknown,Honduras,Nicaragua,3,0,False
2000-03-04,FIFA World Cup qualification,2000,Unknown,Trinidad And Tobago,Curaçao,5,0,False
2000-03-05,Friendly,2000,Unknown,Bolivia,Haiti,9,2,False
2000-03-05,FIFA World Cup qualification,2000,Unknown,Anguilla,Bahamas,1,3,False
2000-03-05,FIFA World Cup qualification,2000,Unknown,Barbados,Grenada,2,2,False
2000-03-05,FIFA World Cup qualification,2000,Unknown,British Virgin Islands,Bermuda,1,5,False
2000-03-05,FIFA World Cup qualification,2000,Unknown,Cuba,Cayman Islands,4,0,False
2000-03-05,FIFA World Cup qualification,2000,Unknown,Dominican Republic,Montserrat,3,0,False
2000-03-05,Friendly,2000,Unknown,Ethiopia,Sudan,1,0,False
2000-03-05,FIFA World Cup qualification,2000,Unknown,Saint Lucia,Suriname,1,0,False
2000-03-05,FIFA World Cup qualification,2000,Unknown,El Salvador,Belize,5,0,False
2000-03-05,FIFA World Cup qualification,2000,Unknown,Saint Vincent And The Grenadines,United States Virgin Islands,9,0,False
2000-03-05,COSAFA Cup,2000,Unknown,Zimbabwe,Lesotho,2,1,False
2000-03-06,Friendly,2000,Unknown,Syria,Jordan,0,0,False
2000-03-08,Friendly,2000,Unknown,Ecuador,Honduras,1,3,False
2000-03-08,Friendly,2000,Unknown,Jordan,Lebanon,1,1,False
2000-03-09,Friendly,2000,Unknown,Cuba,Nicaragua,4,0,False
2000-03-10,Friendly,2000,Unknown,Qatar,Sudan,3,0,False
2000-03-11,FIFA World Cup qualification,2000,Unknown,Aruba,Puerto Rico,4,2,False
2000-03-11,FIFA World Cup qualification,2000,Unknown,Haiti,Dominica,4,0,False
2000-03-11,Friendly,2000,Unknown,Jordan,Bosnia And Herzegovina,0,0,False
2000-03-12,Friendly,2000,Unknown,United States,Tunisia,1,1,False
2000-03-12,Friendly,2000,Unknown,Zambia,Malawi,1,1,False
2000-03-13,Friendly,2000,Unknown,Jordan,Syria,0,0,False
2000-03-13,Friendly,2000,Unknown,Zambia,Malawi,0,1,False
2000-03-15,Friendly,2000,Unknown,Japan,China,0,0,False
2000-03-15,Friendly,2000,Unknown,Jordan,Bosnia And Herzegovina,1,2,False
2000-03-16,Friendly,2000,Unknown,Venezuela,Bolivia,0,0,False
2000-03-17,Friendly,2000,Unknown,Jordan,Syria,0,0,False
2000-03-18,FIFA World Cup qualification,2000,Unknown,Curaçao,Trinidad And Tobago,1,1,False
2000-03-18,FIFA World Cup qualification,2000,Unknown,Grenada,Barbados,2,3,False
2000-03-18,FIFA World Cup qualification,2000,Unknown,Puerto Rico,Aruba,2,2,False
2000-03-18,FIFA World Cup qualification,2000,Unknown,Saint Kitts And Nevis,Turks And Caicos Islands,8,0,False
2000-03-19,FIFA World Cup qualification,2000,Unknown,Cayman Islands,Cuba,0,0,False
2000-03-19,FIFA World Cup qualification,2000,Unknown,Bahamas,Anguilla,2,1,False
2000-03-19,FIFA World Cup qualification,2000,Unknown,Belize,Guatemala,1,2,True
2000-03-19,FIFA World Cup qualification,2000,Unknown,Bermuda,British Virgin Islands,9,0,False
2000-03-19,Friendly,2000,Unknown,Botswana,Eswatini,3,0,False
2000-03-19,FIFA World Cup qualification,2000,Unknown,Montserrat,Dominican Republic,1,3,True
2000-03-19,FIFA World Cup qualification,2000,Unknown,Nicaragua,Panama,0,2,False
2000-03-19,FIFA World Cup qualification,2000,Unknown,Suriname,Saint Lucia,1,0,False
2000-03-19,FIFA World Cup qualification,2000,Unknown,United States Virgin Islands,Saint Vincent And The Grenadines,1,5,False
2000-03-19,FIFA World Cup qualification,2000,Unknown,Dominica,Haiti,1,3,False
2000-03-20,Friendly,2000,Unknown,Bahrain,Kazakhstan,0,1,False
2000-03-21,Friendly,2000,Unknown,Namibia,Zimbabwe,2,1,False
2000-03-21,FIFA World Cup qualification,2000,Unknown,Saint Kitts And Nevis,Turks And Caicos Islands,6,0,False
2000-03-22,Friendly,2000,Unknown,Bahrain,Qatar,1,0,False
2000-03-22,Friendly,2000,Unknown,Chile,Honduras,5,2,False
2000-03-22,Friendly,2000,Unknown,Cyprus,Iran,0,0,False
2000-03-24,Friendly,2000,Unknown,Gambia,Mauritania,0,0,False
2000-03-25,Friendly,2000,Unknown,Bahrain,Jordan,1,1,False
2000-03-25,AFC Asian Cup qualification,2000,Unknown,Malaysia,Taiwan,3,0,False
2000-03-25,Friendly,2000,Unknown,Tanzania,Malawi,1,1,False
2000-03-25,AFC Asian Cup qualification,2000,Unknown,Thailand,North Korea,0,0,True
2000-03-25,COSAFA Cup,2000,Unknown,Zambia,Botswana,3,0,False
2000-03-25,Muratti Vase,2000,Unknown,Alderney,Jersey,0,10,False
2000-03-26,Friendly,2000,Unknown,Tanzania,Malawi,4,3,False
2000-03-27,AFC Asian Cup qualification,2000,Unknown,Malaysia,North Korea,1,1,False
2000-03-27,AFC Asian Cup qualification,2000,Unknown,Thailand,Taiwan,2,0,True
2000-03-28,FIFA World Cup qualification,2000,Unknown,Colombia,Brazil,0,0,False
2000-03-28,Friendly,2000,Unknown,El Salvador,Haiti,3,1,False
2000-03-28,Friendly,2000,Unknown,Malta,Northern Ireland,0,3,False
2000-03-28,Friendly,2000,Unknown,Serbia,China,1,0,False
2000-03-29,Friendly,2000,Unknown,Greece,Romania,2,0,False
2000-03-29,FIFA World Cup qualification,2000,Unknown,Argentina,Chile,4,1,False
2000-03-29,Friendly,2000,Unknown,Austria,Sweden,1,1,False
2000-03-29,Friendly,2000,Unknown,Belgium,Netherlands,2,2,False
2000-03-29,Friendly,2000,Unknown,Bosnia And Herzegovina,North Macedonia,1,0,False
2000-03-29,Friendly,2000,Unknown,Bulgaria,Belarus,4,1,False
2000-03-29,Friendly,2000,Unknown,Croatia,Germany,1,1,False
2000-03-29,Friendly,2000,Unknown,Czech Republic,Australia,3,1,False
2000-03-29,FIFA World Cup qualification,2000,Unknown,Ecuador,Venezuela,2,0,False
2000-03-29,Friendly,2000,Unknown,Hungary,Poland,0,0,False
2000-03-29,AFC Asian Cup qualification,2000,Unknown,Malaysia,Thailand,3,2,False
2000-03-29,FIFA World Cup qualification,2000,Unknown,Peru,Paraguay,2,0,False
2000-03-29,Friendly,2000,Unknown,Portugal,Denmark,2,1,False
2000-03-29,Friendly,2000,Unknown,Scotland,France,0,2,False
2000-03-29,Friendly,2000,Unknown,Spain,Italy,2,0,False
2000-03-29,Friendly,2000,Unknown,Switzerland,Norway,2,2,False
2000-03-29,FIFA World Cup qualification,2000,Unknown,Uruguay,Bolivia,1,0,False
2000-03-29,Friendly,2000,Unknown,Wales,Finland,1,2,False
2000-03-29,Friendly,2000,Unknown,Israel,Georgia,1,1,False
2000-03-31,AFC Asian Cup qualification,2000,Unknown,Jordan,Kazakhstan,0,1,True
2000-03-31,AFC Asian Cup qualification,2000,Unknown,Qatar,Palestine,1,0,False
2000-03-31,Friendly,2000,Unknown,Gambia,Mauritania,0,0,False
2000-03-31,AFC Asian Cup qualification,2000,Unknown,Syria,Bahrain,1,0,False
2000-03-31,AFC Asian Cup qualification,2000,Unknown,Maldives,Iran,0,8,True
2000-04-01,FIFA World Cup qualification,2000,Unknown,Aruba,Barbados,1,3,False
2000-04-01,FIFA World Cup qualification,2000,Unknown,Haiti,Bahamas,9,0,False
2000-04-01,Friendly,2000,Unknown,Zambia,Kenya,1,0,False
2000-04-02,AFC Asian Cup qualification,2000,Unknown,Bahrain,Maldives,4,1,True
2000-04-02,FIFA World Cup qualification,2000,Unknown,Cuba,Suriname,1,0,False
2000-04-02,FIFA World Cup qualification,2000,Unknown,Guatemala,El Salvador,0,1,False
2000-04-02,AFC Asian Cup qualification,2000,Unknown,Palestine,Pakistan,2,0,True
2000-04-02,FIFA World Cup qualification,2000,Unknown,Panama,Honduras,1,0,False
2000-04-02,AFC Asian Cup qualification,2000,Unknown,Qatar,Kazakhstan,3,1,False
2000-04-02,AFC Asian Cup qualification,2000,Unknown,Syria,Iran,0,1,False
2000-04-02,FIFA World Cup qualification,2000,Unknown,Trinidad And Tobago,Dominican Republic,3,0,False
2000-04-04,AFC Asian Cup qualification,2000,Unknown,Palestine,Jordan,1,5,True
2000-04-04,AFC Asian Cup qualification,2000,Unknown,Malaysia,Taiwan,2,3,True
2000-04-04,AFC Asian Cup qualification,2000,Unknown,Bahrain,Iran,1,0,True
2000-04-04,AFC Asian Cup qualification,2000,Unknown,Qatar,Pakistan,5,0,False
2000-04-04,AFC Asian Cup qualification,2000,Unknown,Thailand,North Korea,5,3,False
2000-04-04,AFC Asian Cup qualification,2000,Unknown,Syria,Maldives,6,0,False
2000-04-05,AFC Asian Cup qualification,2000,Unknown,Myanmar,Mongolia,2,0,True
2000-04-05,AFC Asian Cup qualification,2000,Unknown,South Korea,Laos,9,0,False
2000-04-06,AFC Asian Cup qualification,2000,Unknown,Pakistan,Jordan,0,5,True
2000-04-06,AFC Asian Cup qualification,2000,Unknown,Thailand,Taiwan,1,0,False
2000-04-06,AFC Asian Cup qualification,2000,Unknown,Kazakhstan,Palestine,2,0,True
2000-04-06,AFC Asian Cup qualification,2000,Unknown,Malaysia,North Korea,1,4,True
2000-04-07,AFC Asian Cup qualification,2000,Unknown,Myanmar,Laos,4,0,True
2000-04-07,FIFA World Cup qualification,2000,Unknown,Djibouti,Dr Congo,1,1,False
2000-04-07,AFC Asian Cup qualification,2000,Unknown,South Korea,Mongolia,6,0,False
2000-04-07,FIFA World Cup qualification,2000,Unknown,Mauritania,Tunisia,1,2,False
2000-04-08,Melanesia Cup,2000,Unknown,New Caledonia,Solomon Islands,4,2,True
2000-04-08,FIFA World Cup qualification,2000,Unknown,Central African Republic,Zimbabwe,0,1,False
2000-04-08,FIFA World Cup qualification,2000,Unknown,Botswana,Zambia,0,1,False
2000-04-08,Melanesia Cup,2000,Unknown,Fiji,Papua New Guinea,5,0,False
2000-04-08,FIFA World Cup qualification,2000,Unknown,Madagascar,Gabon,2,0,False
2000-04-08,FIFA World Cup qualification,2000,Unknown,Malawi,Kenya,2,0,False
2000-04-08,FIFA World Cup qualification,2000,Unknown,Guinea-Bissau,Togo,0,0,False
2000-04-08,AFC Asian Cup qualification,2000,Unknown,Pakistan,Kazakhstan,0,4,True
2000-04-08,AFC Asian Cup qualification,2000,Unknown,Qatar,Jordan,2,2,False
2000-04-08,FIFA World Cup qualification,2000,Unknown,Seychelles,Namibia,1,1,False
2000-04-08,FIFA World Cup qualification,2000,Unknown,Tanzania,Ghana,0,1,False
2000-04-08,AFC Asian Cup qualification,2000,Unknown,Thailand,Malaysia,3,2,False
2000-04-08,FIFA World Cup qualification,2000,Unknown,Uganda,Guinea,4,4,False
2000-04-08,FIFA World Cup qualification,2000,Unknown,São Tomé And Príncipe,Sierra Leone,2,0,False
2000-04-09,AFC Asian Cup qualification,2000,Unknown,South Korea,Myanmar,4,0,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Benin,Senegal,1,1,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Cape Verde,Algeria,0,0,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Chad,Liberia,0,1,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Equatorial Guinea,Congo,1,3,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Eritrea,Nigeria,0,0,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Ethiopia,Burkina Faso,2,1,False
2000-04-09,AFC Asian Cup qualification,2000,Unknown,Iran,Bahrain,3,0,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Libya,Mali,3,0,False
2000-04-09,AFC Asian Cup qualification,2000,Unknown,Laos,Mongolia,2,1,True
2000-04-09,FIFA World Cup qualification,2000,Unknown,Gambia,Morocco,0,1,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Rwanda,Ivory Coast,2,2,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Sudan,Mozambique,1,0,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Eswatini,Angola,0,1,False
2000-04-09,AFC Asian Cup qualification,2000,Unknown,Syria,Maldives,2,1,True
2000-04-09,FIFA World Cup qualification,2000,Unknown,Egypt,Mauritius,2,0,False
2000-04-09,FIFA World Cup qualification,2000,Unknown,Lesotho,South Africa,0,2,False
2000-04-10,Melanesia Cup,2000,Unknown,Fiji,New Caledonia,2,1,False
2000-04-10,Melanesia Cup,2000,Unknown,Solomon Islands,Vanuatu,2,1,True
2000-04-11,AFC Asian Cup qualification,2000,Unknown,Bahrain,Maldives,1,0,True
2000-04-11,Melanesia Cup,2000,Unknown,Fiji,Vanuatu,4,1,False
2000-04-11,AFC Asian Cup qualification,2000,Unknown,Iran,Syria,1,1,False
2000-04-11,Melanesia Cup,2000,Unknown,New Caledonia,Papua New Guinea,6,1,True
2000-04-12,Friendly,2000,Unknown,Ethiopia,Dr Congo,1,2,False
2000-04-13,Melanesia Cup,2000,Unknown,Solomon Islands,Papua New Guinea,4,2,True
2000-04-13,Melanesia Cup,2000,Unknown,Vanuatu,New Caledonia,6,0,True
2000-04-13,AFC Asian Cup qualification,2000,Unknown,Bahrain,Syria,0,1,True
2000-04-13,AFC Asian Cup qualification,2000,Unknown,Iran,Maldives,3,0,False
