date,competition,season,stage,home_team,away_team,home_goals,away_goals,neutral
2003-10-11,UEFA Euro qualification,2003,Unknown,Armenia,Spain,0,4,False
2003-10-11,UEFA Euro qualification,2003,Unknown,France,Israel,3,0,False
2003-10-11,UEFA Euro qualification,2003,Unknown,Netherlands,Moldova,5,0,False
2003-10-11,Friendly,2003,Unknown,Bolivia,Honduras,1,0,True
2003-10-11,UEFA Euro qualification,2003,Unknown,Norway,Luxembourg,1,0,False
2003-10-11,FIFA World Cup qualification,2003,Unknown,Seychelles,Zambia,0,4,False
2003-10-11,Friendly,2003,Unknown,South Africa,Costa Rica,2,1,False
2003-10-11,UEFA Euro qualification,2003,Unknown,Scotland,Lithuania,1,0,False
2003-10-11,UEFA Euro qualification,2003,Unknown,Sweden,Latvia,0,1,False
2003-10-11,UEFA Euro qualification,2003,Unknown,Russia,Georgia,3,1,False
2003-10-11,Friendly,2003,Unknown,Romania,Japan,1,1,False
2003-10-11,FIFA World Cup qualification,2003,Unknown,São Tomé And Príncipe,Libya,0,1,False
2003-10-11,UEFA Euro qualification,2003,Unknown,Switzerland,Republic Of Ireland,2,0,False
2003-10-11,Friendly,2003,Unknown,Portugal,Albania,5,3,False
2003-10-11,FIFA World Cup qualification,2003,Unknown,Uganda,Mauritius,3,0,False
2003-10-11,UEFA Euro qualification,2003,Unknown,Turkey,England,0,0,False
2003-10-11,Friendly,2003,Unknown,Ukraine,North Macedonia,0,0,False
2003-10-11,Friendly,2003,Unknown,United Arab Emirates,Uzbekistan,2,2,False
2003-10-11,UEFA Euro qualification,2003,Unknown,Wales,Serbia,2,3,False
2003-10-11,Friendly,2003,Unknown,Tunisia,Morocco,0,0,False
2003-10-11,Friendly,2003,Unknown,Kernow,Jersey,1,0,False
2003-10-11,FIFA World Cup qualification,2003,Unknown,Sudan,Eritrea,3,0,False
2003-10-11,FIFA World Cup qualification,2003,Unknown,Tanzania,Kenya,0,0,False
2003-10-12,Friendly,2003,Unknown,Brazil,Jamaica,1,0,True
2003-10-12,FIFA World Cup qualification,2003,Unknown,Burundi,Gabon,0,0,False
2003-10-12,FIFA World Cup qualification,2003,Unknown,Chad,Angola,3,1,False
2003-10-12,FIFA World Cup qualification,2003,Unknown,Congo,Sierra Leone,1,0,False
2003-10-12,FIFA World Cup qualification,2003,Unknown,Gambia,Liberia,2,0,False
2003-10-12,FIFA World Cup qualification,2003,Unknown,Ethiopia,Malawi,1,3,False
2003-10-12,FIFA World Cup qualification,2003,Unknown,Guinea,Mozambique,1,0,False
2003-10-12,AFC Asian Cup qualification,2003,Unknown,Malaysia,Bahrain,2,2,False
2003-10-12,FIFA World Cup qualification,2003,Unknown,Rwanda,Namibia,3,0,False
2003-10-12,FIFA World Cup qualification,2003,Unknown,Eswatini,Cape Verde,1,1,False
2003-10-12,FIFA World Cup qualification,2003,Unknown,Zimbabwe,Mauritania,3,0,False
2003-10-12,AFC Asian Cup qualification,2003,Unknown,Iraq,Myanmar,3,0,True
2003-10-12,Friendly,2003,Unknown,Iran,New Zealand,3,0,False
2003-10-13,AFC Asian Cup qualification,2003,Unknown,Bhutan,Indonesia,0,2,True
2003-10-13,AFC Asian Cup qualification,2003,Unknown,Saudi Arabia,Yemen,3,1,False
2003-10-15,AFC Asian Cup qualification,2003,Unknown,Syria,Sri Lanka,5,0,False
2003-10-15,AFC Asian Cup qualification,2003,Unknown,Saudi Arabia,Bhutan,4,0,False
2003-10-15,AFC Asian Cup qualification,2003,Unknown,Indonesia,Yemen,2,2,True
2003-10-15,Friendly,2003,Unknown,Mexico,Uruguay,0,2,True
2003-10-16,Friendly,2003,Unknown,Thailand,India,2,0,False
2003-10-17,AFC Asian Cup qualification,2003,Unknown,Yemen,Bhutan,4,0,True
2003-10-17,AFC Asian Cup qualification,2003,Unknown,Jordan,Lebanon,1,0,False
2003-10-17,AFC Asian Cup qualification,2003,Unknown,Saudi Arabia,Indonesia,6,0,False
2003-10-18,AFC Asian Cup qualification,2003,Unknown,Syria,Sri Lanka,8,0,False
2003-10-19,AFC Asian Cup qualification,2003,Unknown,Vietnam,South Korea,1,0,True
2003-10-19,AFC Asian Cup qualification,2003,Unknown,Oman,Nepal,6,0,False
2003-10-19,AFC Asian Cup qualification,2003,Unknown,Singapore,Palestine,2,0,False
2003-10-19,AFC Asian Cup qualification,2003,Unknown,Turkmenistan,United Arab Emirates,1,0,False
2003-10-20,AFC Asian Cup qualification,2003,Unknown,Iraq,Malaysia,5,1,True
2003-10-20,AFC Asian Cup qualification,2003,Unknown,Bahrain,Myanmar,4,0,False
2003-10-21,AFC Asian Cup qualification,2003,Unknown,Nepal,Vietnam,0,2,True
2003-10-21,AFC Asian Cup qualification,2003,Unknown,Oman,South Korea,3,1,False
2003-10-22,AFC Asian Cup qualification,2003,Unknown,Singapore,Palestine,0,0,False
2003-10-22,Afro-Asian Games,2003,Unknown,India,Rwanda,3,1,False
2003-10-22,AFC Asian Cup qualification,2003,Unknown,Myanmar,Iraq,1,3,True
2003-10-22,AFC Asian Cup qualification,2003,Unknown,Bahrain,Malaysia,3,1,False
2003-10-23,Afro-Asian Games,2003,Unknown,Burkina Faso,Zimbabwe,1,4,True
2003-10-24,AFC Asian Cup qualification,2003,Unknown,Bahrain,Iraq,1,0,False
2003-10-24,AFC Asian Cup qualification,2003,Unknown,Myanmar,Malaysia,2,1,True
2003-10-24,AFC Asian Cup qualification,2003,Unknown,Nepal,South Korea,0,7,True
2003-10-24,AFC Asian Cup qualification,2003,Unknown,Oman,Vietnam,2,0,False
2003-10-27,AFC Asian Cup qualification,2003,Unknown,North Korea,Iran,1,3,False
2003-10-29,Afro-Asian Games,2003,Unknown,India,Zimbabwe,5,3,False
2003-10-30,AFC Asian Cup qualification,2003,Unknown,United Arab Emirates,Turkmenistan,1,1,False
2003-10-31,Afro-Asian Games,2003,Unknown,Rwanda,Zimbabwe,2,2,True
2003-11-03,AFC Asian Cup qualification,2003,Unknown,Lebanon,North Korea,1,1,False
2003-11-06,AFC Asian Cup qualification,2003,Unknown,Thailand,Tajikistan,0,1,True
2003-11-06,AFC Asian Cup qualification,2003,Unknown,Uzbekistan,Hong Kong,4,1,False
2003-11-07,AFC Asian Cup qualification,2003,Unknown,Syria,United Arab Emirates,1,3,False
2003-11-08,Friendly,2003,Unknown,Gabon,Burkina Faso,0,0,False
2003-11-08,AFC Asian Cup qualification,2003,Unknown,Hong Kong,Tajikistan,0,0,True
2003-11-08,AFC Asian Cup qualification,2003,Unknown,Uzbekistan,Thailand,3,0,False
2003-11-09,AFC Asian Cup qualification,2003,Unknown,Turkmenistan,Sri Lanka,1,0,False
2003-11-09,Friendly,2003,Unknown,Mozambique,Eswatini,2,0,False
2003-11-10,AFC Asian Cup qualification,2003,Unknown,Uzbekistan,Tajikistan,0,0,False
2003-11-10,AFC Asian Cup qualification,2003,Unknown,Hong Kong,Thailand,2,1,True
2003-11-11,Friendly,2003,Unknown,Uganda,Tanzania,2,1,False
2003-11-12,Friendly,2003,Unknown,Equatorial Guinea,São Tomé And Príncipe,3,1,False
2003-11-12,AFC Asian Cup qualification,2003,Unknown,Iran,North Korea,3,0,False
2003-11-12,AFC Asian Cup qualification,2003,Unknown,Lebanon,Jordan,0,2,False
2003-11-12,Friendly,2003,Unknown,Poland,Italy,3,1,False
2003-11-12,AFC Asian Cup qualification,2003,Unknown,Turkmenistan,Sri Lanka,3,0,False
2003-11-14,FIFA World Cup qualification,2003,Unknown,Algeria,Niger,6,0,False
2003-11-14,FIFA World Cup qualification,2003,Unknown,Mali,Guinea-Bissau,2,0,False
2003-11-14,AFC Asian Cup qualification,2003,Unknown,United Arab Emirates,Syria,3,1,False
2003-11-14,FIFA World Cup qualification,2003,Unknown,Mauritania,Zimbabwe,2,1,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Kenya,Tanzania,3,0,False
2003-11-15,Friendly,2003,Unknown,Czech Republic,Canada,5,1,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Gabon,Burundi,4,1,False
2003-11-15,Friendly,2003,Unknown,Egypt,South Africa,2,1,False
2003-11-15,UEFA Euro qualification,2003,Unknown,Latvia,Turkey,1,0,False
2003-11-15,UEFA Euro qualification,2003,Unknown,Croatia,Slovenia,1,1,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Argentina,Bolivia,3,0,False
2003-11-15,Friendly,2003,Unknown,Albania,Estonia,2,0,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Uruguay,Chile,2,1,False
2003-11-15,Friendly,2003,Unknown,Germany,France,0,3,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Namibia,Rwanda,1,1,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Malawi,Ethiopia,0,0,False
2003-11-15,Friendly,2003,Unknown,Morocco,Burkina Faso,1,0,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Zambia,Seychelles,1,1,False
2003-11-15,UEFA Euro qualification,2003,Unknown,Spain,Norway,2,1,False
2003-11-15,Friendly,2003,Unknown,Senegal,Ivory Coast,1,0,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Colombia,Venezuela,0,1,False
2003-11-15,UEFA Euro qualification,2003,Unknown,Scotland,Netherlands,1,0,False
2003-11-15,UEFA Euro qualification,2003,Unknown,Russia,Wales,0,0,False
2003-11-15,Friendly,2003,Unknown,Portugal,Greece,1,1,False
2003-11-15,FIFA World Cup qualification,2003,Unknown,Paraguay,Ecuador,2,1,False
2003-11-16,Friendly,2003,Unknown,Jamaica,El Salvador,3,0,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Benin,Madagascar,3,2,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Cape Verde,Eswatini,3,0,False
2003-11-16,Friendly,2003,Unknown,England,Denmark,2,3,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Ghana,Somalia,5,0,False
2003-11-16,Friendly,2003,Unknown,Honduras,Finland,1,2,True
2003-11-16,Friendly,2003,Unknown,Italy,Romania,1,0,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Mozambique,Guinea,3,4,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Angola,Chad,2,0,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Libya,São Tomé And Príncipe,8,0,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Lesotho,Botswana,0,0,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Liberia,Gambia,3,0,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Togo,Equatorial Guinea,2,0,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Sierra Leone,Congo,1,1,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Eritrea,Sudan,0,0,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Peru,Brazil,1,1,False
2003-11-16,FIFA World Cup qualification,2003,Unknown,Mauritius,Uganda,3,1,False
2003-11-16,Friendly,2003,Unknown,Poland,Serbia,4,3,False
2003-11-17,AFC Asian Cup qualification,2003,Unknown,Tajikistan,Uzbekistan,1,4,True
2003-11-17,AFC Asian Cup qualification,2003,Unknown,Thailand,Hong Kong,4,0,False
2003-11-18,FIFA World Cup qualification,2003,Unknown,Venezuela,Bolivia,2,1,False
2003-11-18,AFC Asian Cup qualification,2003,Unknown,United Arab Emirates,Sri Lanka,3,1,False
2003-11-18,Friendly,2003,Unknown,South Korea,Bulgaria,0,1,False
2003-11-18,Friendly,2003,Unknown,Republic Of Ireland,Canada,3,0,False
2003-11-18,Friendly,2003,Unknown,Egypt,Sweden,1,0,False
2003-11-18,FIFA World Cup qualification,2003,Unknown,Chile,Paraguay,0,1,False
2003-11-18,AFC Asian Cup qualification,2003,Unknown,Jordan,North Korea,3,0,False
2003-11-19,FIFA World Cup qualification,2003,Unknown,Ghana,Somalia,2,0,False
2003-11-19,Friendly,2003,Unknown,Hungary,Estonia,0,1,False
2003-11-19,AFC Asian Cup qualification,2003,Unknown,Hong Kong,Uzbekistan,0,1,True
2003-11-19,FIFA World Cup qualification,2003,Unknown,Ecuador,Peru,0,0,False
2003-11-19,FIFA World Cup qualification,2003,Unknown,Colombia,Argentina,1,1,False
2003-11-19,FIFA World Cup qualification,2003,Unknown,Brazil,Uruguay,3,3,False
2003-11-19,AFC Asian Cup qualification,2003,Unknown,Lebanon,Iran,0,3,False
2003-11-19,Friendly,2003,Unknown,Morocco,Mali,0,1,False
2003-11-19,Friendly,2003,Unknown,Costa Rica,Finland,2,1,False
2003-11-19,Friendly,2003,Unknown,Mexico,Iceland,0,0,True
2003-11-19,Friendly,2003,Unknown,Japan,Cameroon,0,0,False
2003-11-19,UEFA Euro qualification,2003,Unknown,Netherlands,Scotland,6,0,False
2003-11-19,Friendly,2003,Unknown,Portugal,Kuwait,8,0,False
2003-11-19,AFC Asian Cup qualification,2003,Unknown,Qatar,Singapore,2,0,False
2003-11-19,UEFA Euro qualification,2003,Unknown,Slovenia,Croatia,0,1,False
2003-11-19,AFC Asian Cup qualification,2003,Unknown,Thailand,Tajikistan,1,0,False
2003-11-19,Friendly,2003,Unknown,Trinidad And Tobago,Cuba,2,1,False
2003-11-19,Friendly,2003,Unknown,Tunisia,South Africa,2,0,False
2003-11-19,UEFA Euro qualification,2003,Unknown,Wales,Russia,0,1,False
2003-11-19,FIFA World Cup qualification,2003,Unknown,Turkmenistan,Afghanistan,11,0,False
2003-11-19,UEFA Euro qualification,2003,Unknown,Norway,Spain,0,3,False
2003-11-19,UEFA Euro qualification,2003,Unknown,Turkey,Latvia,2,2,False
2003-11-20,Friendly,2003,Unknown,Luxembourg,Moldova,1,2,False
2003-11-21,AFC Asian Cup qualification,2003,Unknown,Thailand,Uzbekistan,4,1,False
2003-11-21,AFC Asian Cup qualification,2003,Unknown,Tajikistan,Hong Kong,1,0,True
2003-11-22,AFC Asian Cup qualification,2003,Unknown,United Arab Emirates,Sri Lanka,3,0,False
2003-11-23,FIFA World Cup qualification,2003,Unknown,Taiwan,Macau,3,0,False
2003-11-23,FIFA World Cup qualification,2003,Unknown,Afghanistan,Turkmenistan,0,2,False
2003-11-26,FIFA World Cup qualification,2003,Unknown,Bangladesh,Tajikistan,0,2,False
2003-11-28,AFC Asian Cup qualification,2003,Unknown,Iran,Lebanon,1,0,False
2003-11-28,AFC Asian Cup qualification,2003,Unknown,Syria,Turkmenistan,1,1,False
2003-11-29,FIFA World Cup qualification,2003,Unknown,Laos,Sri Lanka,0,0,False
2003-11-29,FIFA World Cup qualification,2003,Unknown,Macau,Taiwan,1,3,False
2003-11-29,FIFA World Cup qualification,2003,Unknown,Mongolia,Maldives,0,1,False
2003-11-29,FIFA World Cup qualification,2003,Unknown,Pakistan,Kyrgyzstan,0,2,False
2003-11-29,Friendly,2003,Unknown,Singapore,Qatar,0,2,False
2003-11-30,FIFA World Cup qualification,2003,Unknown,Tajikistan,Bangladesh,2,0,False
2003-11-30,CECAFA Cup,2003,Unknown,Uganda,Eritrea,2,1,True
2003-11-30,CECAFA Cup,2003,Unknown,Sudan,Zanzibar,4,0,False
2003-12-02,CECAFA Cup,2003,Unknown,Kenya,Eritrea,3,2,True
2003-12-02,CECAFA Cup,2003,Unknown,Rwanda,Zanzibar,2,2,True
2003-12-03,FIFA World Cup qualification,2003,Unknown,Maldives,Mongolia,12,0,False
2003-12-03,FIFA World Cup qualification,2003,Unknown,Sri Lanka,Laos,3,0,False
2003-12-03,FIFA World Cup qualification,2003,Unknown,Kyrgyzstan,Pakistan,4,0,False
2003-12-04,EAFF Championship,2003,Unknown,Hong Kong,South Korea,1,3,True
2003-12-04,EAFF Championship,2003,Unknown,Japan,China,2,0,False
2003-12-04,CECAFA Cup,2003,Unknown,Sudan,Rwanda,3,0,False
2003-12-04,CECAFA Cup,2003,Unknown,Uganda,Kenya,1,1,True
2003-12-07,EAFF Championship,2003,Unknown,South Korea,China,1,0,True
2003-12-08,CECAFA Cup,2003,Unknown,Sudan,Uganda,0,0,False
2003-12-08,CECAFA Cup,2003,Unknown,Kenya,Rwanda,1,1,True
2003-12-10,EAFF Championship,2003,Unknown,Japan,South Korea,0,0,False
2003-12-10,EAFF Championship,2003,Unknown,China,Hong Kong,3,1,True
2003-12-10,CECAFA Cup,2003,Unknown,Uganda,Rwanda,2,0,True
2003-12-10,CECAFA Cup,2003,Unknown,Sudan,Kenya,1,2,False
2003-12-11,Friendly,2003,Unknown,Malta,Poland,0,4,False
2003-12-12,Prime Minister's Cup,2003,Unknown,Bahrain,Iraq,2,2,False
2003-12-12,Prime Minister's Cup,2003,Unknown,Kenya,Egypt,0,1,True
2003-12-13,Friendly,2003,Unknown,Botswana,Zimbabwe,0,2,False
2003-12-14,Friendly,2003,Unknown,United Arab Emirates,Azerbaijan,3,3,False
2003-12-14,Friendly,2003,Unknown,Lithuania,Poland,1,3,True
2003-12-15,Prime Minister's Cup,2003,Unknown,Iraq,Kenya,2,0,True
2003-12-15,Prime Minister's Cup,2003,Unknown,Bahrain,Egypt,0,1,False
2003-12-16,Friendly,2003,Unknown,Kuwait,Lebanon,2,0,True
2003-12-17,Friendly,2003,Unknown,Saudi Arabia,Estonia,1,1,False
2003-12-18,Friendly,2003,Unknown,Kuwait,Lebanon,0,0,True
2003-12-18,Prime Minister's Cup,2003,Unknown,Bahrain,Kenya,2,1,False
2003-12-18,Prime Minister's Cup,2003,Unknown,Egypt,Iraq,2,0,True
2003-12-20,Friendly,2003,Unknown,Latvia,Kuwait,0,2,True
2003-12-20,Friendly,2003,Unknown,Oman,Estonia,3,1,False
2003-12-20,Friendly,2003,Unknown,Saudi Arabia,Azerbaijan,1,0,False
2003-12-21,Friendly,2003,Unknown,Qatar,Iraq,0,0,False
2003-12-21,Friendly,2003,Unknown,United Arab Emirates,Kenya,2,2,False
2003-12-26,Gulf Cup,2003,Unknown,Kuwait,Oman,0,0,False
2003-12-26,Gulf Cup,2003,Unknown,United Arab Emirates,Saudi Arabia,0,2,True
2003-12-26,Friendly,2003,Unknown,Bermuda,Barbados,1,2,False
2003-12-27,Gulf Cup,2003,Unknown,Bahrain,Qatar,0,0,True
2003-12-27,Friendly,2003,Unknown,Bahamas,Haiti,0,6,True
2003-12-27,Friendly,2003,Unknown,Andalusia,Latvia,1,0,False
2003-12-27,Friendly,2003,Unknown,Basque Country,Uruguay,2,1,False
2003-12-28,Gulf Cup,2003,Unknown,Yemen,Oman,1,1,True
2003-12-28,Friendly,2003,Unknown,Catalonia,Ecuador,4,2,False
2003-12-29,Gulf Cup,2003,Unknown,Kuwait,United Arab Emirates,0,2,False
2003-12-29,Gulf Cup,2003,Unknown,Saudi Arabia,Qatar,0,0,True
2003-12-30,Gulf Cup,2003,Unknown,Bahrain,Yemen,5,1,True
2003-12-31,Gulf Cup,2003,Unknown,Oman,United Arab Emirates,2,0,True
2004-01-01,Gulf Cup,2004,Unknown,Bahrain,Saudi Arabia,0,1,True
2004-01-01,Friendly,2004,Unknown,Bermuda,Barbados,0,4,False
2004-01-01,Gulf Cup,2004,Unknown,Kuwait,Yemen,4,0,False
2004-01-03,Gulf Cup,2004,Unknown,United Arab Emirates,Qatar,0,0,True
2004-01-03,Gulf Cup,2004,Unknown,Oman,Bahrain,0,1,True
2004-01-04,Gulf Cup,2004,Unknown,Kuwait,Saudi Arabia,1,1,False
2004-01-05,Gulf Cup,2004,Unknown,Qatar,Yemen,3,0,True
2004-01-06,Gulf Cup,2004,Unknown,Oman,Saudi Arabia,1,2,True
2004-01-07,Gulf Cup,2004,Unknown,United Arab Emirates,Bahrain,1,3,True
2004-01-08,Friendly,2004,Unknown,Cuba,Martinique,0,0,False
2004-01-08,Friendly,2004,Unknown,Egypt,Rwanda,5,1,False
2004-01-08,Gulf Cup,2004,Unknown,Kuwait,Qatar,1,2,False
2004-01-08,Gulf Cup,2004,Unknown,Yemen,Saudi Arabia,0,2,True
2004-01-10,COSAFA Cup,2004,Unknown,Mauritius,South Africa,2,0,False
2004-01-10,Gulf Cup,2004,Unknown,Kuwait,Bahrain,0,4,False
2004-01-10,Friendly,2004,Unknown,Suriname,Curaçao,1,1,False
2004-01-11,Gulf Cup,2004,Unknown,Yemen,United Arab Emirates,0,3,True
2004-01-11,Friendly,2004,Unknown,Barbados,Grenada,2,0,False
2004-01-11,Gulf Cup,2004,Unknown,Oman,Qatar,2,0,True
2004-01-14,Friendly,2004,Unknown,Egypt,Dr Congo,2,2,False
2004-01-14,Friendly,2004,Unknown,Tunisia,Benin,2,0,False
2004-01-15,Friendly,2004,Unknown,Algeria,Mali,0,2,False
2004-01-16,Friendly,2004,Unknown,Libya,Kenya,2,0,False
2004-01-17,Friendly,2004,Unknown,Egypt,Burkina Faso,1,1,False
2004-01-17,Friendly,2004,Unknown,Curaçao,Suriname,2,0,False
2004-01-17,Friendly,2004,Unknown,Tunisia,Benin,2,1,False
2004-01-18,Friendly,2004,Unknown,Guadeloupe,Saint Lucia,2,0,False
2004-01-18,Friendly,2004,Unknown,Barbados,Canada,0,1,False
2004-01-18,Friendly,2004,Unknown,Senegal,South Africa,2,1,False
2004-01-19,Friendly,2004,Unknown,Libya,Kenya,2,0,False
2004-01-20,Friendly,2004,Unknown,Guinea,Burkina Faso,1,0,True
2004-01-22,Lunar New Year Cup,2004,Unknown,Sweden,Norway,0,3,True
2004-01-24,African Cup of Nations,2004,Unknown,Tunisia,Rwanda,2,1,False
2004-01-25,Lunar New Year Cup,2004,Unknown,Norway,Honduras,3,1,True
2004-01-25,African Cup of Nations,2004,Unknown,Zimbabwe,Egypt,1,2,True
2004-01-25,African Cup of Nations,2004,Unknown,Cameroon,Algeria,1,1,True
2004-01-25,African Cup of Nations,2004,Unknown,Dr Congo,Guinea,1,2,True
2004-01-26,African Cup of Nations,2004,Unknown,Kenya,Mali,1,3,True
2004-01-26,African Cup of Nations,2004,Unknown,Senegal,Burkina Faso,0,0,True
2004-01-27,Friendly,2004,Unknown,China,North Macedonia,0,0,False
2004-01-27,African Cup of Nations,2004,Unknown,Nigeria,Morocco,0,1,True
2004-01-27,African Cup of Nations,2004,Unknown,South Africa,Benin,2,0,True
2004-01-28,Friendly,2004,Unknown,El Salvador,Panama,1,1,False
2004-01-28,Friendly,2004,Unknown,British Virgin Islands,Dominica,0,1,False
2004-01-28,Friendly,2004,Unknown,Curaçao,Aruba,6,1,False
2004-01-28,African Cup of Nations,2004,Unknown,Tunisia,Dr Congo,3,0,False
2004-01-28,Friendly,2004,Unknown,Singapore,Norway,2,5,False
2004-01-28,African Cup of Nations,2004,Unknown,Rwanda,Guinea,1,1,True
2004-01-29,Friendly,2004,Unknown,China,North Macedonia,1,0,False
2004-01-29,African Cup of Nations,2004,Unknown,Algeria,Egypt,2,1,True
2004-01-29,African Cup of Nations,2004,Unknown,Cameroon,Zimbabwe,5,3,True
2004-01-30,African Cup of Nations,2004,Unknown,Senegal,Kenya,3,0,True
2004-01-30,Friendly,2004,Unknown,British Virgin Islands,United States Virgin Islands,5,0,False
2004-01-30,African Cup of Nations,2004,Unknown,Burkina Faso,Mali,1,3,True
2004-01-31,African Cup of Nations,2004,Unknown,Nigeria,South Africa,4,0,True
2004-01-31,African Cup of Nations,2004,Unknown,Morocco,Benin,4,0,True
2004-01-31,Friendly,2004,Unknown,Dominica,United States Virgin Islands,5,0,True
2004-01-31,Friendly,2004,Unknown,Grenada,Barbados,0,1,False
2004-01-31,Friendly,2004,Unknown,Haiti,Nicaragua,1,1,True
2004-02-01,Friendly,2004,Unknown,British Virgin Islands,Dominica,1,2,False
2004-02-01,African Cup of Nations,2004,Unknown,Rwanda,Dr Congo,1,0,True
2004-02-01,African Cup of Nations,2004,Unknown,Tunisia,Guinea,1,1,False
2004-02-02,African Cup of Nations,2004,Unknown,Senegal,Mali,1,1,True
2004-02-02,African Cup of Nations,2004,Unknown,Burkina Faso,Kenya,0,3,True
2004-02-03,African Cup of Nations,2004,Unknown,Cameroon,Egypt,0,0,True
2004-02-03,Friendly,2004,Unknown,China,Finland,2,1,False
2004-02-03,African Cup of Nations,2004,Unknown,Algeria,Zimbabwe,1,2,True
2004-02-04,African Cup of Nations,2004,Unknown,Nigeria,Benin,2,1,True
2004-02-04,African Cup of Nations,2004,Unknown,Morocco,South Africa,1,1,True
2004-02-07,African Cup of Nations,2004,Unknown,Tunisia,Senegal,1,0,False
2004-02-07,Friendly,2004,Unknown,China,Finland,2,1,False
2004-02-07,Friendly,2004,Unknown,Japan,Malaysia,4,0,False
2004-02-07,African Cup of Nations,2004,Unknown,Mali,Guinea,2,1,True
2004-02-08,African Cup of Nations,2004,Unknown,Morocco,Algeria,3,1,True
2004-02-08,Friendly,2004,Unknown,Saint Lucia,Saint Vincent And The Grenadines,1,2,False
2004-02-08,African Cup of Nations,2004,Unknown,Cameroon,Nigeria,1,2,True
2004-02-08,Friendly,2004,Unknown,Lebanon,Bahrain,2,1,False
2004-02-10,Friendly,2004,Unknown,Bermuda,Trinidad And Tobago,0,1,False
2004-02-11,African Cup of Nations,2004,Unknown,Morocco,Mali,4,0,True
2004-02-11,African Cup of Nations,2004,Unknown,Tunisia,Nigeria,1,1,False
2004-02-12,Friendly,2004,Unknown,Japan,Iraq,2,0,False
2004-02-12,Friendly,2004,Unknown,Jordan,Indonesia,2,1,False
2004-02-12,Friendly,2004,Unknown,Bermuda,Trinidad And Tobago,2,2,False
2004-02-13,African Cup of Nations,2004,Unknown,Nigeria,Mali,2,1,True
2004-02-13,Friendly,2004,Unknown,Qatar,Bahrain,2,0,False
2004-02-14,Friendly,2004,Unknown,Belarus,Estonia,1,2,True
2004-02-14,Friendly,2004,Unknown,South Korea,Oman,5,0,False
2004-02-14,Malta International Tournament,2004,Unknown,Malta,Moldova,0,0,False
2004-02-14,African Cup of Nations,2004,Unknown,Tunisia,Morocco,2,1,False
2004-02-15,Friendly,2004,Unknown,Barbados,Guyana,0,2,False
2004-02-16,Malta International Tournament,2004,Unknown,Malta,Estonia,5,2,False
2004-02-18,Friendly,2004,Unknown,Albania,Sweden,2,1,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,Antigua And Barbuda,Curaçao,2,0,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,Bahrain,Syria,2,1,False
2004-02-18,Friendly,2004,Unknown,Belgium,France,0,2,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,China,Kuwait,1,0,False
2004-02-18,Friendly,2004,Unknown,Croatia,Germany,1,2,False
2004-02-18,Cyprus International Tournament,2004,Unknown,Cyprus,Belarus,0,2,False
2004-02-18,Friendly,2004,Unknown,Greece,Bulgaria,2,0,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,Haiti,Turks And Caicos Islands,5,0,True
2004-02-18,Friendly,2004,Unknown,Jamaica,Uruguay,2,0,False
2004-02-18,Cyprus International Tournament,2004,Unknown,Hungary,Armenia,2,0,True
2004-02-18,FIFA World Cup qualification,2004,Unknown,India,Singapore,1,0,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,Iran,Qatar,3,1,False
2004-02-18,Friendly,2004,Unknown,Italy,Czech Republic,2,2,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,Kyrgyzstan,Tajikistan,1,2,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,Japan,Oman,1,0,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,Jordan,Laos,5,0,False
2004-02-18,FIFA World Cup qualification,2004,Unknown,South Korea,Lebanon,2,0,False
2004-02-18,Friendly,2004,Unknown,Honduras,Colombia,1,1,False
2004-02-18,Cyprus International Tournament,2004,Unknown,Latvia,Kazakhstan,3,1,True
2004-02-18,Malta International Tournament,2004,Unknown,Estonia,Moldova,1,0,True
2004-02-18,Friendly,2004,Unknown,Republic Of Ireland,Brazil,0,0,False
