date,competition,season,stage,home_team,away_team,home_goals,away_goals,neutral
2003-03-29,Brasileirão,2003,League,Guarani,Vasco,4,2,False
2003-03-29,Brasileirão,2003,League,Athletico-PR,Gremio,2,0,False
2003-03-30,Brasileirão,2003,League,Flamengo,Coritiba,1,1,False
2003-03-30,Brasileirão,2003,League,Goias,Paysandu,2,2,False
2003-03-30,Brasileirão,2003,League,Internacional,Ponte Preta,1,1,False
2003-03-30,Brasileirão,2003,League,Criciuma,Fluminense,2,0,False
2003-03-30,Brasileirão,2003,League,Juventude,Sao Paulo,2,2,False
2003-03-30,Brasileirão,2003,League,Fortaleza,Bahia,0,0,False
2003-03-30,Brasileirão,2003,League,Cruzeiro,Sao Caetano,2,2,False
2003-03-30,Brasileirão,2003,League,Vitoria,Figueirense,1,1,False
2003-03-30,Brasileirão,2003,League,Santos,Parana,2,2,False
2003-03-30,Brasileirão,2003,League,Corinthians,Atletico-MG,0,3,False
2003-04-05,Brasileirão,2003,League,Coritiba,Internacional,0,1,False
2003-04-05,Brasileirão,2003,League,Gremio,Guarani,3,1,False
2003-04-05,Brasileirão,2003,League,Fluminense,Fortaleza,1,1,False
2003-04-05,Brasileirão,2003,League,Atletico-MG,Santos,0,0,False
2003-04-06,Brasileirão,2003,League,Vasco,Goias,6,4,False
2003-04-06,Brasileirão,2003,League,Sao Caetano,Criciuma,3,2,False
2003-04-06,Brasileirão,2003,League,Parana,Athletico-PR,3,0,False
2003-04-06,Brasileirão,2003,League,Sao Paulo,Cruzeiro,2,4,False
2003-04-06,Brasileirão,2003,League,Paysandu,Vitoria,1,2,False
2003-04-06,Brasileirão,2003,League,Figueirense,Corinthians,3,3,False
2003-04-06,Brasileirão,2003,League,Bahia,Flamengo,1,2,False
2003-04-06,Brasileirão,2003,League,Ponte Preta,Juventude,1,0,False
2003-04-09,Brasileirão,2003,League,Paysandu,Santos,2,1,False
2003-04-12,Brasileirão,2003,League,Internacional,Bahia,2,0,False
2003-04-12,Brasileirão,2003,League,Santos,Figueirense,2,0,False
2003-04-12,Brasileirão,2003,League,Athletico-PR,Atletico-MG,1,2,False
2003-04-12,Brasileirão,2003,League,Corinthians,Paysandu,6,1,False
2003-04-13,Brasileirão,2003,League,Cruzeiro,Ponte Preta,3,0,False
2003-04-13,Brasileirão,2003,League,Flamengo,Fluminense,4,1,False
2003-04-13,Brasileirão,2003,League,Guarani,Parana,2,0,False
2003-04-13,Brasileirão,2003,League,Goias,Gremio,1,1,False
2003-04-13,Brasileirão,2003,League,Fortaleza,Sao Caetano,1,1,False
2003-04-13,Brasileirão,2003,League,Vitoria,Vasco,2,1,False
2003-04-13,Brasileirão,2003,League,Juventude,Coritiba,2,1,False
2003-04-13,Brasileirão,2003,League,Criciuma,Sao Paulo,1,1,False
2003-04-16,Brasileirão,2003,League,Bahia,Juventude,3,1,False
2003-04-16,Brasileirão,2003,League,Gremio,Vitoria,2,1,False
2003-04-16,Brasileirão,2003,League,Atletico-MG,Guarani,3,2,False
2003-04-16,Brasileirão,2003,League,Figueirense,Athletico-PR,1,1,False
2003-04-16,Brasileirão,2003,League,Sao Caetano,Flamengo,1,1,False
2003-04-16,Brasileirão,2003,League,Vasco,Corinthians,2,2,False
2003-04-16,Brasileirão,2003,League,Coritiba,Cruzeiro,3,4,False
2003-04-16,Brasileirão,2003,League,Ponte Preta,Criciuma,1,1,False
2003-04-17,Brasileirão,2003,League,Fluminense,Internacional,3,1,False
2003-04-17,Brasileirão,2003,League,Sao Paulo,Fortaleza,3,1,False
2003-04-17,Brasileirão,2003,League,Parana,Goias,3,1,False
2003-04-18,Brasileirão,2003,League,Flamengo,Cruzeiro,3,0,False
2003-04-19,Brasileirão,2003,League,Flamengo,Santos,0,2,False
2003-04-19,Brasileirão,2003,League,Sao Caetano,Gremio,1,1,False
2003-04-19,Brasileirão,2003,League,Bahia,Atletico-MG,2,4,False
2003-04-20,Brasileirão,2003,League,Fluminense,Parana,0,0,False
2003-04-20,Brasileirão,2003,League,Sao Paulo,Vasco,3,1,False
2003-04-20,Brasileirão,2003,League,Internacional,Corinthians,2,1,False
2003-04-20,Brasileirão,2003,League,Criciuma,Guarani,1,0,False
2003-04-20,Brasileirão,2003,League,Juventude,Vitoria,1,1,False
2003-04-20,Brasileirão,2003,League,Fortaleza,Athletico-PR,1,0,False
2003-04-20,Brasileirão,2003,League,Ponte Preta,Paysandu,4,4,False
2003-04-20,Brasileirão,2003,League,Cruzeiro,Goias,4,1,False
2003-04-21,Brasileirão,2003,League,Coritiba,Figueirense,1,0,False
2003-04-26,Brasileirão,2003,League,Atletico-MG,Coritiba,1,2,False
2003-04-26,Brasileirão,2003,League,Parana,Bahia,3,1,False
2003-04-26,Brasileirão,2003,League,Vitoria,Internacional,0,3,False
2003-04-26,Brasileirão,2003,League,Guarani,Cruzeiro,1,1,False
2003-04-27,Brasileirão,2003,League,Paysandu,Sao Paulo,5,2,False
2003-04-27,Brasileirão,2003,League,Athletico-PR,Criciuma,5,2,False
2003-04-27,Brasileirão,2003,League,Vasco,Sao Caetano,1,0,False
2003-04-27,Brasileirão,2003,League,Gremio,Fluminense,0,1,False
2003-04-27,Brasileirão,2003,League,Goias,Juventude,7,0,False
2003-04-27,Brasileirão,2003,League,Figueirense,Ponte Preta,0,0,False
2003-04-27,Brasileirão,2003,League,Santos,Fortaleza,4,0,False
2003-04-27,Brasileirão,2003,League,Corinthians,Flamengo,1,1,False
2003-05-03,Brasileirão,2003,League,Flamengo,Vitoria,2,1,False
2003-05-03,Brasileirão,2003,League,Bahia,Gremio,2,1,False
2003-05-03,Brasileirão,2003,League,Cruzeiro,Athletico-PR,5,2,False
2003-05-04,Brasileirão,2003,League,Fluminense,Vasco,0,0,False
2003-05-04,Brasileirão,2003,League,Criciuma,Santos,1,3,False
2003-05-04,Brasileirão,2003,League,Coritiba,Parana,2,1,False
2003-05-04,Brasileirão,2003,League,Juventude,Guarani,1,1,False
2003-05-04,Brasileirão,2003,League,Sao Caetano,Paysandu,2,0,False
2003-05-04,Brasileirão,2003,League,Internacional,Goias,2,1,False
2003-05-04,Brasileirão,2003,League,Sao Paulo,Figueirense,3,2,False
2003-05-04,Brasileirão,2003,League,Fortaleza,Corinthians,1,2,False
2003-05-04,Brasileirão,2003,League,Ponte Preta,Atletico-MG,2,1,False
2003-05-10,Brasileirão,2003,League,Corinthians,Criciuma,3,0,False
2003-05-10,Brasileirão,2003,League,Parana,Ponte Preta,3,2,False
2003-05-10,Brasileirão,2003,League,Santos,Cruzeiro,0,2,False
2003-05-10,Brasileirão,2003,League,Goias,Flamengo,1,1,False
2003-05-11,Brasileirão,2003,League,Vasco,Bahia,1,1,False
2003-05-11,Brasileirão,2003,League,Paysandu,Fluminense,2,2,False
2003-05-11,Brasileirão,2003,League,Atletico-MG,Sao Paulo,2,2,False
2003-05-11,Brasileirão,2003,League,Vitoria,Fortaleza,2,1,False
2003-05-11,Brasileirão,2003,League,Guarani,Internacional,3,0,False
2003-05-11,Brasileirão,2003,League,Athletico-PR,Juventude,2,0,False
2003-05-11,Brasileirão,2003,League,Figueirense,Sao Caetano,3,0,False
2003-05-11,Brasileirão,2003,League,Gremio,Coritiba,1,0,False
2003-05-17,Brasileirão,2003,League,Fluminense,Figueirense,3,0,False
2003-05-17,Brasileirão,2003,League,Sao Caetano,Atletico-MG,2,0,False
2003-05-17,Brasileirão,2003,League,Juventude,Santos,1,1,False
2003-05-18,Brasileirão,2003,League,Flamengo,Guarani,1,1,False
2003-05-18,Brasileirão,2003,League,Sao Paulo,Parana,2,0,False
2003-05-18,Brasileirão,2003,League,Criciuma,Vitoria,1,1,False
2003-05-18,Brasileirão,2003,League,Ponte Preta,Gremio,2,1,False
2003-05-18,Brasileirão,2003,League,Internacional,Athletico-PR,1,1,False
2003-05-18,Brasileirão,2003,League,Cruzeiro,Corinthians,1,1,False
2003-05-18,Brasileirão,2003,League,Coritiba,Vasco,1,1,False
2003-05-18,Brasileirão,2003,League,Bahia,Paysandu,2,0,False
2003-05-18,Brasileirão,2003,League,Fortaleza,Goias,1,0,False
2003-05-24,Brasileirão,2003,League,Atletico-MG,Fluminense,3,0,False
2003-05-24,Brasileirão,2003,League,Parana,Sao Caetano,1,1,False
2003-05-24,Brasileirão,2003,League,Corinthians,Juventude,3,0,False
2003-05-24,Brasileirão,2003,League,Vasco,Ponte Preta,1,0,False
2003-05-25,Brasileirão,2003,League,Santos,Internacional,2,1,False
2003-05-25,Brasileirão,2003,League,Figueirense,Bahia,1,0,False
2003-05-25,Brasileirão,2003,League,Guarani,Fortaleza,2,1,False
2003-05-25,Brasileirão,2003,League,Vitoria,Cruzeiro,2,1,False
2003-05-25,Brasileirão,2003,League,Goias,Criciuma,0,2,False
2003-05-25,Brasileirão,2003,League,Paysandu,Coritiba,1,3,False
2003-05-25,Brasileirão,2003,League,Athletico-PR,Flamengo,4,1,False
2003-05-25,Brasileirão,2003,League,Gremio,Sao Paulo,1,2,False
2003-05-31,Brasileirão,2003,League,Ponte Preta,Sao Caetano,0,0,False
2003-05-31,Brasileirão,2003,League,Coritiba,Guarani,3,2,False
2003-05-31,Brasileirão,2003,League,Internacional,Paysandu,2,1,False
2003-05-31,Brasileirão,2003,League,Fluminense,Athletico-PR,2,1,False
2003-05-31,Brasileirão,2003,League,Cruzeiro,Criciuma,2,0,False
2003-06-01,Brasileirão,2003,League,Vasco,Atletico-MG,2,2,False
2003-06-01,Brasileirão,2003,League,Parana,Flamengo,6,2,False
2003-06-01,Brasileirão,2003,League,Bahia,Goias,2,1,False
2003-06-01,Brasileirão,2003,League,Fortaleza,Juventude,3,1,False
2003-06-01,Brasileirão,2003,League,Figueirense,Gremio,2,1,False
2003-06-01,Brasileirão,2003,League,Santos,Sao Paulo,3,2,False
2003-06-01,Brasileirão,2003,League,Corinthians,Vitoria,4,0,False
2003-06-07,Brasileirão,2003,League,Atletico-MG,Figueirense,1,1,False
2003-06-07,Brasileirão,2003,League,Gremio,Fortaleza,3,1,False
2003-06-07,Brasileirão,2003,League,Guarani,Santos,1,2,False
2003-06-07,Brasileirão,2003,League,Vitoria,Fluminense,2,1,False
2003-06-08,Brasileirão,2003,League,Paysandu,Parana,3,0,False
2003-06-08,Brasileirão,2003,League,Juventude,Vasco,0,0,False
2003-06-08,Brasileirão,2003,League,Athletico-PR,Ponte Preta,4,2,False
2003-06-08,Brasileirão,2003,League,Goias,Coritiba,1,2,False
2003-06-08,Brasileirão,2003,League,Sao Caetano,Corinthians,1,0,False
2003-06-08,Brasileirão,2003,League,Criciuma,Internacional,1,0,False
2003-06-08,Brasileirão,2003,League,Sao Paulo,Bahia,2,2,False
2003-06-14,Brasileirão,2003,League,Fluminense,Goias,2,3,False
2003-06-14,Brasileirão,2003,League,Ponte Preta,Guarani,0,2,False
2003-06-14,Brasileirão,2003,League,Coritiba,Athletico-PR,2,0,False
2003-06-15,Brasileirão,2003,League,Cruzeiro,Atletico-MG,0,0,False
2003-06-15,Brasileirão,2003,League,Vasco,Flamengo,1,2,False
2003-06-15,Brasileirão,2003,League,Bahia,Vitoria,2,1,False
2003-06-15,Brasileirão,2003,League,Criciuma,Figueirense,1,0,False
2003-06-15,Brasileirão,2003,League,Santos,Sao Caetano,0,1,False
2003-06-15,Brasileirão,2003,League,Gremio,Internacional,0,0,False
2003-06-15,Brasileirão,2003,League,Parana,Juventude,1,2,False
2003-06-15,Brasileirão,2003,League,Fortaleza,Paysandu,1,2,False
2003-06-15,Brasileirão,2003,League,Corinthians,Sao Paulo,1,2,False
2003-06-19,Brasileirão,2003,League,Bahia,Coritiba,2,2,False
2003-06-21,Brasileirão,2003,League,Internacional,Parana,2,1,False
2003-06-21,Brasileirão,2003,League,Sao Paulo,Goias,1,0,False
2003-06-21,Brasileirão,2003,League,Vasco,Criciuma,2,0,False
2003-06-21,Brasileirão,2003,League,Atletico-MG,Gremio,3,2,False
2003-06-22,Brasileirão,2003,League,Paysandu,Flamengo,2,2,False
2003-06-22,Brasileirão,2003,League,Ponte Preta,Corinthians,3,3,False
2003-06-22,Brasileirão,2003,League,Sao Caetano,Vitoria,2,1,False
2003-06-22,Brasileirão,2003,League,Figueirense,Fortaleza,2,2,False
2003-06-22,Brasileirão,2003,League,Juventude,Cruzeiro,0,1,False
2003-06-22,Brasileirão,2003,League,Fluminense,Guarani,5,2,False
2003-06-28,Brasileirão,2003,League,Flamengo,Figueirense,0,2,False
2003-06-28,Brasileirão,2003,League,Santos,Bahia,4,0,False
2003-06-28,Brasileirão,2003,League,Coritiba,Sao Caetano,2,0,False
2003-06-28,Brasileirão,2003,League,Fortaleza,Vasco,0,1,False
2003-06-28,Brasileirão,2003,League,Gremio,Juventude,1,4,False
2003-06-29,Brasileirão,2003,League,Corinthians,Fluminense,1,0,False
2003-06-29,Brasileirão,2003,League,Guarani,Sao Paulo,0,1,False
2003-06-29,Brasileirão,2003,League,Criciuma,Paysandu,2,0,False
2003-06-29,Brasileirão,2003,League,Vitoria,Athletico-PR,1,0,False
2003-06-29,Brasileirão,2003,League,Cruzeiro,Internacional,3,2,False
2003-06-29,Brasileirão,2003,League,Parana,Atletico-MG,1,1,False
2003-07-05,Brasileirão,2003,League,Vasco,Parana,1,4,False
2003-07-05,Brasileirão,2003,League,Sao Paulo,Sao Caetano,1,1,False
2003-07-05,Brasileirão,2003,League,Figueirense,Cruzeiro,1,0,False
2003-07-05,Brasileirão,2003,League,Atletico-MG,Paysandu,3,2,False
2003-07-06,Brasileirão,2003,League,Fortaleza,Criciuma,0,1,False
2003-07-06,Brasileirão,2003,League,Fluminense,Bahia,1,0,False
2003-07-06,Brasileirão,2003,League,Santos,Coritiba,3,1,False
2003-07-06,Brasileirão,2003,League,Vitoria,Ponte Preta,1,4,False
2003-07-06,Brasileirão,2003,League,Athletico-PR,Corinthians,3,1,False
2003-07-06,Brasileirão,2003,League,Guarani,Goias,3,2,False
2003-07-06,Brasileirão,2003,League,Gremio,Flamengo,2,0,False
2003-07-06,Brasileirão,2003,League,Juventude,Internacional,1,1,False
2003-07-09,Brasileirão,2003,League,Coritiba,Sao Paulo,0,2,False
2003-07-09,Brasileirão,2003,League,Sao Caetano,Athletico-PR,0,0,False
2003-07-09,Brasileirão,2003,League,Corinthians,Santos,1,1,False
2003-07-09,Brasileirão,2003,League,Cruzeiro,Fortaleza,2,0,False
2003-07-09,Brasileirão,2003,League,Bahia,Guarani,2,0,False
2003-07-09,Brasileirão,2003,League,Paysandu,Figueirense,1,0,False
2003-07-09,Brasileirão,2003,League,Goias,Vitoria,1,1,False
2003-07-09,Brasileirão,2003,League,Flamengo,Juventude,2,1,False
2003-07-09,Brasileirão,2003,League,Internacional,Vasco,2,1,False
2003-07-10,Brasileirão,2003,League,Criciuma,Atletico-MG,1,0,False
2003-07-10,Brasileirão,2003,League,Parana,Gremio,3,1,False
2003-07-10,Brasileirão,2003,League,Ponte Preta,Fluminense,3,0,False
2003-07-12,Brasileirão,2003,League,Vasco,Paysandu,0,2,False
2003-07-12,Brasileirão,2003,League,Athletico-PR,Goias,0,0,False
2003-07-12,Brasileirão,2003,League,Fortaleza,Internacional,3,0,False
2003-07-13,Brasileirão,2003,League,Atletico-MG,Flamengo,1,0,False
2003-07-13,Brasileirão,2003,League,Ponte Preta,Bahia,1,0,False
2003-07-13,Brasileirão,2003,League,Corinthians,Coritiba,0,1,False
2003-07-13,Brasileirão,2003,League,Criciuma,Juventude,3,0,False
2003-07-13,Brasileirão,2003,League,Figueirense,Parana,4,2,False
2003-07-13,Brasileirão,2003,League,Sao Caetano,Guarani,0,2,False
2003-07-13,Brasileirão,2003,League,Fluminense,Sao Paulo,1,3,False
2003-07-13,Brasileirão,2003,League,Gremio,Cruzeiro,0,1,False
2003-07-13,Brasileirão,2003,League,Vitoria,Santos,2,0,False
2003-07-16,Brasileirão,2003,League,Coritiba,Fluminense,3,0,False
2003-07-16,Brasileirão,2003,League,Goias,Corinthians,1,1,False
2003-07-16,Brasileirão,2003,League,Cruzeiro,Vasco,4,1,False
2003-07-16,Brasileirão,2003,League,Santos,Ponte Preta,2,1,False
2003-07-16,Brasileirão,2003,League,Internacional,Atletico-MG,3,3,False
2003-07-16,Brasileirão,2003,League,Bahia,Sao Caetano,0,0,False
2003-07-16,Brasileirão,2003,League,Juventude,Figueirense,1,2,False
2003-07-16,Brasileirão,2003,League,Flamengo,Fortaleza,0,2,False
2003-07-16,Brasileirão,2003,League,Guarani,Vitoria,2,2,False
2003-07-17,Brasileirão,2003,League,Paysandu,Gremio,1,1,False
2003-07-17,Brasileirão,2003,League,Sao Paulo,Athletico-PR,2,0,False
2003-07-19,Brasileirão,2003,League,Fortaleza,Atletico-MG,4,3,False
2003-07-19,Brasileirão,2003,League,Fluminense,Santos,1,4,False
2003-07-19,Brasileirão,2003,League,Corinthians,Guarani,1,0,False
2003-07-19,Brasileirão,2003,League,Internacional,Figueirense,3,0,False
2003-07-20,Brasileirão,2003,League,Cruzeiro,Parana,5,1,False
2003-07-20,Brasileirão,2003,League,Vasco,Gremio,2,0,False
2003-07-20,Brasileirão,2003,League,Goias,Sao Caetano,2,1,False
2003-07-20,Brasileirão,2003,League,Vitoria,Sao Paulo,0,2,False
2003-07-20,Brasileirão,2003,League,Ponte Preta,Coritiba,1,1,False
2003-07-20,Brasileirão,2003,League,Criciuma,Flamengo,4,3,False
2003-07-20,Brasileirão,2003,League,Athletico-PR,Bahia,2,1,False
2003-07-20,Brasileirão,2003,League,Juventude,Paysandu,2,0,False
2003-07-23,Brasileirão,2003,League,Parana,Fortaleza,4,1,False
2003-07-23,Brasileirão,2003,League,Atletico-MG,Juventude,2,1,False
2003-07-23,Brasileirão,2003,League,Paysandu,Cruzeiro,3,0,False
2003-07-23,Brasileirão,2003,League,Guarani,Athletico-PR,1,0,False
2003-07-23,Brasileirão,2003,League,Figueirense,Vasco,0,0,False
2003-07-23,Brasileirão,2003,League,Santos,Goias,3,3,False
2003-07-23,Brasileirão,2003,League,Bahia,Corinthians,0,0,False
2003-07-24,Brasileirão,2003,League,Sao Caetano,Fluminense,2,0,False
2003-07-24,Brasileirão,2003,League,Flamengo,Internacional,2,1,False
2003-07-24,Brasileirão,2003,League,Sao Paulo,Ponte Preta,1,2,False
2003-07-24,Brasileirão,2003,League,Coritiba,Vitoria,1,1,False
2003-07-24,Brasileirão,2003,League,Gremio,Criciuma,0,2,False
2003-07-26,Brasileirão,2003,League,Santos,Vasco,2,1,False
2003-07-26,Brasileirão,2003,League,Goias,Atletico-MG,1,1,False
2003-07-26,Brasileirão,2003,League,Athletico-PR,Paysandu,1,1,False
2003-07-27,Brasileirão,2003,League,Internacional,Sao Caetano,0,0,False
2003-07-27,Brasileirão,2003,League,Cruzeiro,Bahia,5,2,False
2003-07-27,Brasileirão,2003,League,Corinthians,Gremio,1,0,False
2003-07-27,Brasileirão,2003,League,Vitoria,Parana,0,3,False
2003-07-27,Brasileirão,2003,League,Criciuma,Coritiba,2,3,False
2003-07-27,Brasileirão,2003,League,Flamengo,Sao Paulo,1,1,False
2003-07-27,Brasileirão,2003,League,Juventude,Fluminense,2,1,False
2003-07-27,Brasileirão,2003,League,Fortaleza,Ponte Preta,2,3,False
2003-07-27,Brasileirão,2003,League,Guarani,Figueirense,3,0,False
2003-07-30,Brasileirão,2003,League,Athletico-PR,Santos,0,2,False
2003-07-30,Brasileirão,2003,League,Goias,Ponte Preta,0,0,False
2003-07-31,Brasileirão,2003,League,Parana,Criciuma,2,1,False
2003-08-02,Brasileirão,2003,League,Gremio,Santos,2,0,False
2003-08-02,Brasileirão,2003,League,Sao Paulo,Internacional,0,2,False
2003-08-02,Brasileirão,2003,League,Fluminense,Cruzeiro,2,2,False
2003-08-02,Brasileirão,2003,League,Sao Caetano,Juventude,1,1,False
2003-08-03,Brasileirão,2003,League,Vasco,Athletico-PR,2,1,False
2003-08-03,Brasileirão,2003,League,Atletico-MG,Vitoria,1,0,False
2003-08-03,Brasileirão,2003,League,Bahia,Criciuma,2,2,False
2003-08-03,Brasileirão,2003,League,Ponte Preta,Flamengo,1,1,False
2003-08-03,Brasileirão,2003,League,Paysandu,Guarani,6,1,False
2003-08-03,Brasileirão,2003,League,Coritiba,Fortaleza,1,1,False
2003-08-03,Brasileirão,2003,League,Parana,Corinthians,1,1,False
2003-08-03,Brasileirão,2003,League,Figueirense,Goias,0,1,False
2003-08-06,Brasileirão,2003,League,Cruzeiro,Sao Paulo,1,1,False
2003-08-06,Brasileirão,2003,League,Goias,Vasco,3,1,False
2003-08-06,Brasileirão,2003,League,Santos,Atletico-MG,3,3,False
2003-08-06,Brasileirão,2003,League,Juventude,Ponte Preta,0,0,False
2003-08-06,Brasileirão,2003,League,Criciuma,Sao Caetano,0,1,False
2003-08-06,Brasileirão,2003,League,Athletico-PR,Parana,1,0,False
2003-08-06,Brasileirão,2003,League,Vitoria,Paysandu,1,1,False
2003-08-06,Brasileirão,2003,League,Fortaleza,Fluminense,3,1,False
2003-08-07,Brasileirão,2003,League,Guarani,Gremio,2,0,False
2003-08-07,Brasileirão,2003,League,Internacional,Coritiba,1,0,False
2003-08-07,Brasileirão,2003,League,Flamengo,Bahia,6,0,False
2003-08-07,Brasileirão,2003,League,Corinthians,Figueirense,0,1,False
2003-08-09,Brasileirão,2003,League,Sao Paulo,Juventude,3,1,False
2003-08-09,Brasileirão,2003,League,Parana,Santos,1,2,False
2003-08-09,Brasileirão,2003,League,Fluminense,Criciuma,1,1,False
2003-08-09,Brasileirão,2003,League,Sao Caetano,Cruzeiro,2,0,False
2003-08-10,Brasileirão,2003,League,Gremio,Athletico-PR,1,1,False
2003-08-10,Brasileirão,2003,League,Paysandu,Goias,2,2,False
2003-08-10,Brasileirão,2003,League,Ponte Preta,Internacional,1,4,False
2003-08-10,Brasileirão,2003,League,Coritiba,Flamengo,5,0,False
2003-08-10,Brasileirão,2003,League,Atletico-MG,Corinthians,2,3,False
2003-08-10,Brasileirão,2003,League,Figueirense,Vitoria,1,2,False
2003-08-10,Brasileirão,2003,League,Bahia,Fortaleza,1,0,False
2003-08-10,Brasileirão,2003,League,Vasco,Guarani,0,0,False
2003-08-16,Brasileirão,2003,League,Vasco,Vitoria,1,0,False
2003-08-16,Brasileirão,2003,League,Bahia,Internacional,1,3,False
2003-08-16,Brasileirão,2003,League,Figueirense,Santos,1,0,False
2003-08-16,Brasileirão,2003,League,Coritiba,Juventude,1,0,False
2003-08-16,Brasileirão,2003,League,Atletico-MG,Athletico-PR,1,2,False
2003-08-16,Brasileirão,2003,League,Sao Paulo,Criciuma,0,0,False
2003-08-17,Brasileirão,2003,League,Gremio,Goias,0,1,False
2003-08-17,Brasileirão,2003,League,Fluminense,Flamengo,0,1,False
2003-08-17,Brasileirão,2003,League,Parana,Guarani,0,0,False
2003-08-17,Brasileirão,2003,League,Sao Caetano,Fortaleza,3,0,False
2003-08-17,Brasileirão,2003,League,Paysandu,Corinthians,2,2,False
2003-08-17,Brasileirão,2003,League,Ponte Preta,Cruzeiro,1,3,False
2003-08-20,Brasileirão,2003,League,Flamengo,Sao Caetano,1,0,False
2003-08-20,Brasileirão,2003,League,Goias,Parana,1,0,False
2003-08-20,Brasileirão,2003,League,Juventude,Bahia,1,0,False
2003-08-20,Brasileirão,2003,League,Cruzeiro,Coritiba,2,2,False
2003-08-20,Brasileirão,2003,League,Athletico-PR,Figueirense,1,2,False
2003-08-20,Brasileirão,2003,League,Vitoria,Gremio,4,1,False
2003-08-20,Brasileirão,2003,League,Santos,Paysandu,2,0,False
2003-08-20,Brasileirão,2003,League,Fortaleza,Sao Paulo,0,2,False
2003-08-20,Brasileirão,2003,League,Corinthians,Vasco,0,0,False
2003-08-21,Brasileirão,2003,League,Internacional,Fluminense,0,1,False
2003-08-21,Brasileirão,2003,League,Guarani,Atletico-MG,2,2,False
2003-08-21,Brasileirão,2003,League,Criciuma,Ponte Preta,3,0,False
2003-08-23,Brasileirão,2003,League,Goias,Cruzeiro,1,0,False
2003-08-23,Brasileirão,2003,League,Gremio,Sao Caetano,0,0,False
2003-08-23,Brasileirão,2003,League,Athletico-PR,Fortaleza,3,1,False
2003-08-23,Brasileirão,2003,League,Santos,Flamengo,2,1,False
2003-08-24,Brasileirão,2003,League,Vasco,Sao Paulo,3,2,False
2003-08-24,Brasileirão,2003,League,Paysandu,Ponte Preta,3,2,False
2003-08-24,Brasileirão,2003,League,Parana,Fluminense,2,0,False
2003-08-24,Brasileirão,2003,League,Vitoria,Juventude,3,0,False
2003-08-24,Brasileirão,2003,League,Guarani,Criciuma,1,0,False
2003-08-24,Brasileirão,2003,League,Figueirense,Coritiba,1,2,False
2003-08-24,Brasileirão,2003,League,Corinthians,Internacional,3,1,False
2003-08-24,Brasileirão,2003,League,Atletico-MG,Bahia,1,0,False
2003-08-30,Brasileirão,2003,League,Fluminense,Gremio,2,0,False
2003-08-30,Brasileirão,2003,League,Fortaleza,Santos,0,0,False
2003-08-30,Brasileirão,2003,League,Internacional,Vitoria,0,1,False
2003-08-30,Brasileirão,2003,League,Cruzeiro,Guarani,4,1,False
2003-08-30,Brasileirão,2003,League,Sao Paulo,Paysandu,1,0,False
2003-08-31,Brasileirão,2003,League,Criciuma,Athletico-PR,2,0,False
2003-08-31,Brasileirão,2003,League,Coritiba,Atletico-MG,2,2,False
2003-08-31,Brasileirão,2003,League,Ponte Preta,Figueirense,1,1,False
2003-08-31,Brasileirão,2003,League,Sao Caetano,Vasco,1,0,False
2003-08-31,Brasileirão,2003,League,Flamengo,Corinthians,1,0,False
2003-08-31,Brasileirão,2003,League,Juventude,Goias,0,2,False
2003-08-31,Brasileirão,2003,League,Bahia,Parana,4,2,False
2003-09-13,Brasileirão,2003,League,Santos,Criciuma,5,2,False
2003-09-13,Brasileirão,2003,League,Athletico-PR,Cruzeiro,1,4,False
2003-09-13,Brasileirão,2003,League,Gremio,Bahia,1,1,False
2003-09-13,Brasileirão,2003,League,Corinthians,Fortaleza,2,0,False
2003-09-14,Brasileirão,2003,League,Atletico-MG,Ponte Preta,2,0,False
2003-09-14,Brasileirão,2003,League,Vasco,Fluminense,1,0,False
2003-09-14,Brasileirão,2003,League,Parana,Coritiba,2,3,False
2003-09-14,Brasileirão,2003,League,Guarani,Juventude,2,0,False
2003-09-14,Brasileirão,2003,League,Figueirense,Sao Paulo,2,2,False
2003-09-14,Brasileirão,2003,League,Goias,Internacional,3,1,False
2003-09-14,Brasileirão,2003,League,Vitoria,Flamengo,1,0,False
2003-09-14,Brasileirão,2003,League,Paysandu,Sao Caetano,1,0,False
2003-09-20,Brasileirão,2003,League,Internacional,Guarani,2,0,False
2003-09-20,Brasileirão,2003,League,Fluminense,Paysandu,1,1,False
2003-09-20,Brasileirão,2003,League,Cruzeiro,Santos,3,0,False
2003-09-20,Brasileirão,2003,League,Coritiba,Gremio,1,0,False
2003-09-20,Brasileirão,2003,League,Ponte Preta,Parana,4,0,False
2003-09-21,Brasileirão,2003,League,Bahia,Vasco,3,0,False
2003-09-21,Brasileirão,2003,League,Criciuma,Corinthians,1,0,False
2003-09-21,Brasileirão,2003,League,Fortaleza,Vitoria,1,0,False
2003-09-21,Brasileirão,2003,League,Juventude,Athletico-PR,4,0,False
2003-09-21,Brasileirão,2003,League,Sao Caetano,Figueirense,0,2,False
2003-09-21,Brasileirão,2003,League,Sao Paulo,Atletico-MG,2,2,False
2003-09-21,Brasileirão,2003,League,Flamengo,Goias,1,1,False
2003-09-24,Brasileirão,2003,League,Guarani,Flamengo,5,3,False
2003-09-24,Brasileirão,2003,League,Santos,Juventude,1,1,False
2003-09-24,Brasileirão,2003,League,Corinthians,Cruzeiro,0,1,False
2003-09-24,Brasileirão,2003,League,Vitoria,Criciuma,1,1,False
