date,competition,season,stage,home_team,away_team,home_goals,away_goals,neutral
2006-07-16,Brasileirão,2006,League,Sao Caetano,Santos,2,0,False
2006-07-16,Brasileirão,2006,League,Palmeiras,Corinthians,1,0,False
2006-07-16,Brasileirão,2006,League,Cruzeiro,Goias,0,0,False
2006-07-16,Brasileirão,2006,League,Gremio,Fluminense,4,4,False
2006-07-22,Brasileirão,2006,League,Figueirense,Gremio,2,0,False
2006-07-22,Brasileirão,2006,League,Parana,Cruzeiro,1,0,False
2006-07-22,Brasileirão,2006,League,Corinthians,Fortaleza,2,2,False
2006-07-22,Brasileirão,2006,League,Fluminense,Sao Caetano,2,2,False
2006-07-23,Brasileirão,2006,League,Goias,Palmeiras,1,3,False
2006-07-23,Brasileirão,2006,League,Internacional,Botafogo-RJ,0,0,False
2006-07-23,Brasileirão,2006,League,Santos,Juventude,3,2,False
2006-07-23,Brasileirão,2006,League,Vasco,Athletico-PR,2,1,False
2006-07-23,Brasileirão,2006,League,Ponte Preta,Sao Paulo,1,3,False
2006-07-23,Brasileirão,2006,League,Santa Cruz,Flamengo,3,0,False
2006-07-29,Brasileirão,2006,League,Juventude,Figueirense,1,0,False
2006-07-29,Brasileirão,2006,League,Sao Caetano,Ponte Preta,1,1,False
2006-07-29,Brasileirão,2006,League,Palmeiras,Parana,4,2,False
2006-07-30,Brasileirão,2006,League,Internacional,Gremio,0,0,False
2006-07-30,Brasileirão,2006,League,Fluminense,Botafogo-RJ,1,1,False
2006-07-30,Brasileirão,2006,League,Goias,Fortaleza,1,1,False
2006-07-30,Brasileirão,2006,League,Sao Paulo,Santos,0,4,False
2006-07-30,Brasileirão,2006,League,Vasco,Cruzeiro,1,0,False
2006-07-30,Brasileirão,2006,League,Santa Cruz,Corinthians,1,0,False
2006-07-30,Brasileirão,2006,League,Athletico-PR,Flamengo,1,0,False
2006-08-05,Brasileirão,2006,League,Figueirense,Sao Caetano,1,1,False
2006-08-05,Brasileirão,2006,League,Gremio,Juventude,1,0,False
2006-08-05,Brasileirão,2006,League,Corinthians,Athletico-PR,2,1,False
2006-08-05,Brasileirão,2006,League,Flamengo,Goias,1,0,False
2006-08-06,Brasileirão,2006,League,Fortaleza,Palmeiras,0,0,False
2006-08-06,Brasileirão,2006,League,Santos,Internacional,2,1,False
2006-08-06,Brasileirão,2006,League,Botafogo-RJ,Sao Paulo,1,1,False
2006-08-06,Brasileirão,2006,League,Parana,Vasco,2,1,False
2006-08-06,Brasileirão,2006,League,Ponte Preta,Fluminense,3,0,False
2006-08-06,Brasileirão,2006,League,Cruzeiro,Santa Cruz,3,3,False
2006-08-12,Brasileirão,2006,League,Flamengo,Ponte Preta,0,0,False
2006-08-12,Brasileirão,2006,League,Corinthians,Figueirense,1,3,False
2006-08-12,Brasileirão,2006,League,Sao Caetano,Santa Cruz,2,0,False
2006-08-12,Brasileirão,2006,League,Juventude,Vasco,0,0,False
2006-08-13,Brasileirão,2006,League,Botafogo-RJ,Palmeiras,1,3,False
2006-08-13,Brasileirão,2006,League,Gremio,Athletico-PR,2,0,False
2006-08-13,Brasileirão,2006,League,Cruzeiro,Fluminense,2,3,False
2006-08-13,Brasileirão,2006,League,Fortaleza,Internacional,1,2,False
2006-08-13,Brasileirão,2006,League,Sao Paulo,Goias,2,1,False
2006-08-13,Brasileirão,2006,League,Parana,Santos,1,1,False
2006-08-16,Brasileirão,2006,League,Fluminense,Corinthians,1,2,False
2006-08-16,Brasileirão,2006,League,Figueirense,Flamengo,1,1,False
2006-08-16,Brasileirão,2006,League,Goias,Botafogo-RJ,2,2,False
2006-08-16,Brasileirão,2006,League,Ponte Preta,Fortaleza,1,3,False
2006-08-16,Brasileirão,2006,League,Santa Cruz,Gremio,2,4,False
2006-08-16,Brasileirão,2006,League,Vasco,Sao Caetano,1,2,False
2006-08-17,Brasileirão,2006,League,Palmeiras,Juventude,1,1,False
2006-08-17,Brasileirão,2006,League,Santos,Cruzeiro,2,0,False
2006-08-19,Brasileirão,2006,League,Flamengo,Gremio,1,0,False
2006-08-19,Brasileirão,2006,League,Ponte Preta,Goias,3,2,False
2006-08-20,Brasileirão,2006,League,Fluminense,Santa Cruz,1,1,False
2006-08-20,Brasileirão,2006,League,Santos,Vasco,0,2,False
2006-08-20,Brasileirão,2006,League,Fortaleza,Juventude,4,1,False
2006-08-20,Brasileirão,2006,League,Cruzeiro,Sao Paulo,2,2,False
2006-08-20,Brasileirão,2006,League,Figueirense,Athletico-PR,3,3,False
2006-08-20,Brasileirão,2006,League,Parana,Sao Caetano,1,0,False
2006-08-20,Brasileirão,2006,League,Internacional,Palmeiras,1,1,False
2006-08-20,Brasileirão,2006,League,Corinthians,Botafogo-RJ,1,0,False
2006-08-23,Brasileirão,2006,League,Athletico-PR,Ponte Preta,3,0,False
2006-08-23,Brasileirão,2006,League,Goias,Internacional,2,2,False
2006-08-23,Brasileirão,2006,League,Palmeiras,Fluminense,3,0,False
2006-08-23,Brasileirão,2006,League,Botafogo-RJ,Cruzeiro,1,0,False
2006-08-23,Brasileirão,2006,League,Juventude,Corinthians,0,0,False
2006-08-23,Brasileirão,2006,League,Sao Caetano,Flamengo,2,2,False
2006-08-23,Brasileirão,2006,League,Santa Cruz,Santos,1,1,False
2006-08-24,Brasileirão,2006,League,Vasco,Figueirense,3,1,False
2006-08-24,Brasileirão,2006,League,Gremio,Fortaleza,4,1,False
2006-08-24,Brasileirão,2006,League,Sao Paulo,Parana,3,2,False
2006-08-26,Brasileirão,2006,League,Fluminense,Athletico-PR,1,2,False
2006-08-26,Brasileirão,2006,League,Santos,Goias,2,1,False
2006-08-26,Brasileirão,2006,League,Cruzeiro,Sao Caetano,3,0,False
2006-08-27,Brasileirão,2006,League,Flamengo,Sao Paulo,1,1,False
2006-08-27,Brasileirão,2006,League,Corinthians,Gremio,0,2,False
2006-08-27,Brasileirão,2006,League,Internacional,Vasco,1,2,False
2006-08-27,Brasileirão,2006,League,Parana,Juventude,0,1,False
2006-08-27,Brasileirão,2006,League,Ponte Preta,Palmeiras,1,1,False
2006-08-27,Brasileirão,2006,League,Figueirense,Santa Cruz,2,0,False
2006-08-27,Brasileirão,2006,League,Fortaleza,Botafogo-RJ,2,3,False
2006-08-30,Brasileirão,2006,League,Goias,Fluminense,3,1,False
2006-08-30,Brasileirão,2006,League,Athletico-PR,Santos,2,1,False
2006-08-30,Brasileirão,2006,League,Sao Caetano,Corinthians,0,1,False
2006-08-30,Brasileirão,2006,League,Juventude,Flamengo,1,0,False
2006-08-30,Brasileirão,2006,League,Gremio,Cruzeiro,2,1,False
2006-08-30,Brasileirão,2006,League,Santa Cruz,Internacional,0,2,False
2006-08-30,Brasileirão,2006,League,Palmeiras,Figueirense,1,1,False
2006-08-31,Brasileirão,2006,League,Botafogo-RJ,Parana,4,0,False
2006-08-31,Brasileirão,2006,League,Sao Paulo,Fortaleza,1,1,False
2006-08-31,Brasileirão,2006,League,Vasco,Ponte Preta,2,2,False
2006-09-02,Brasileirão,2006,League,Cruzeiro,Figueirense,2,2,False
2006-09-02,Brasileirão,2006,League,Flamengo,Internacional,1,2,False
2006-09-03,Brasileirão,2006,League,Fluminense,Vasco,1,1,False
2006-09-03,Brasileirão,2006,League,Santa Cruz,Sao Paulo,1,3,False
2006-09-03,Brasileirão,2006,League,Goias,Juventude,2,0,False
2006-09-03,Brasileirão,2006,League,Corinthians,Ponte Preta,1,0,False
2006-09-03,Brasileirão,2006,League,Sao Caetano,Fortaleza,0,0,False
2006-09-03,Brasileirão,2006,League,Gremio,Parana,2,1,False
2006-09-03,Brasileirão,2006,League,Santos,Palmeiras,5,1,False
2006-09-03,Brasileirão,2006,League,Athletico-PR,Botafogo-RJ,0,5,False
2006-09-09,Brasileirão,2006,League,Palmeiras,Sao Caetano,3,1,False
2006-09-09,Brasileirão,2006,League,Vasco,Gremio,1,1,False
2006-09-09,Brasileirão,2006,League,Ponte Preta,Santa Cruz,2,0,False
2006-09-10,Brasileirão,2006,League,Fortaleza,Santos,1,1,False
2006-09-10,Brasileirão,2006,League,Botafogo-RJ,Flamengo,0,2,False
2006-09-10,Brasileirão,2006,League,Internacional,Athletico-PR,2,0,False
2006-09-10,Brasileirão,2006,League,Juventude,Cruzeiro,2,0,False
2006-09-10,Brasileirão,2006,League,Parana,Fluminense,1,0,False
2006-09-10,Brasileirão,2006,League,Sao Paulo,Corinthians,0,0,False
2006-09-10,Brasileirão,2006,League,Figueirense,Goias,2,2,False
2006-09-16,Brasileirão,2006,League,Athletico-PR,Santa Cruz,2,1,False
2006-09-16,Brasileirão,2006,League,Vasco,Goias,0,0,False
2006-09-16,Brasileirão,2006,League,Corinthians,Parana,1,0,False
2006-09-17,Brasileirão,2006,League,Fortaleza,Flamengo,3,4,False
2006-09-17,Brasileirão,2006,League,Ponte Preta,Santos,1,0,False
2006-09-17,Brasileirão,2006,League,Fluminense,Figueirense,2,0,False
2006-09-17,Brasileirão,2006,League,Gremio,Botafogo-RJ,4,0,False
2006-09-17,Brasileirão,2006,League,Sao Paulo,Internacional,2,0,False
2006-09-17,Brasileirão,2006,League,Cruzeiro,Palmeiras,1,0,False
2006-09-17,Brasileirão,2006,League,Juventude,Sao Caetano,1,0,False
2006-09-20,Brasileirão,2006,League,Santos,Fluminense,1,1,False
2006-09-20,Brasileirão,2006,League,Corinthians,Vasco,1,1,False
2006-09-20,Brasileirão,2006,League,Sao Caetano,Sao Paulo,0,1,False
2006-09-20,Brasileirão,2006,League,Goias,Athletico-PR,2,2,False
2006-09-20,Brasileirão,2006,League,Gremio,Ponte Preta,4,0,False
2006-09-20,Brasileirão,2006,League,Botafogo-RJ,Juventude,2,1,False
2006-09-20,Brasileirão,2006,League,Figueirense,Internacional,1,0,False
2006-09-20,Brasileirão,2006,League,Parana,Fortaleza,2,0,False
2006-09-21,Brasileirão,2006,League,Flamengo,Cruzeiro,1,0,False
2006-09-21,Brasileirão,2006,League,Santa Cruz,Palmeiras,3,2,False
2006-09-23,Brasileirão,2006,League,Fluminense,Fortaleza,1,3,False
2006-09-23,Brasileirão,2006,League,Athletico-PR,Sao Caetano,3,1,False
2006-09-24,Brasileirão,2006,League,Vasco,Botafogo-RJ,0,0,False
2006-09-24,Brasileirão,2006,League,Goias,Gremio,4,0,False
2006-09-24,Brasileirão,2006,League,Santa Cruz,Juventude,1,0,False
2006-09-24,Brasileirão,2006,League,Ponte Preta,Cruzeiro,0,1,False
2006-09-24,Brasileirão,2006,League,Figueirense,Parana,0,1,False
2006-09-24,Brasileirão,2006,League,Internacional,Corinthians,1,1,False
2006-09-24,Brasileirão,2006,League,Palmeiras,Sao Paulo,3,1,False
2006-09-24,Brasileirão,2006,League,Santos,Flamengo,3,0,False
2006-09-30,Brasileirão,2006,League,Internacional,Parana,3,2,False
2006-09-30,Brasileirão,2006,League,Athletico-PR,Sao Paulo,0,0,False
2006-10-04,Brasileirão,2006,League,Fortaleza,Figueirense,1,1,False
2006-10-04,Brasileirão,2006,League,Juventude,Athletico-PR,3,2,False
2006-10-04,Brasileirão,2006,League,Parana,Ponte Preta,2,1,False
2006-10-04,Brasileirão,2006,League,Flamengo,Fluminense,4,1,False
2006-10-04,Brasileirão,2006,League,Gremio,Palmeiras,2,1,False
2006-10-04,Brasileirão,2006,League,Sao Caetano,Goias,1,2,False
2006-10-04,Brasileirão,2006,League,Sao Paulo,Vasco,5,1,False
2006-10-05,Brasileirão,2006,League,Corinthians,Santos,0,3,False
2006-10-05,Brasileirão,2006,League,Cruzeiro,Internacional,2,1,False
2006-10-05,Brasileirão,2006,League,Botafogo-RJ,Santa Cruz,3,0,False
2006-10-07,Brasileirão,2006,League,Ponte Preta,Juventude,3,1,False
2006-10-07,Brasileirão,2006,League,Vasco,Fortaleza,2,0,False
2006-10-07,Brasileirão,2006,League,Fluminense,Sao Paulo,1,2,False
2006-10-08,Brasileirão,2006,League,Goias,Corinthians,3,1,False
2006-10-08,Brasileirão,2006,League,Palmeiras,Flamengo,3,1,False
2006-10-08,Brasileirão,2006,League,Santa Cruz,Parana,1,3,False
2006-10-08,Brasileirão,2006,League,Athletico-PR,Cruzeiro,1,1,False
2006-10-08,Brasileirão,2006,League,Internacional,Sao Caetano,1,0,False
2006-10-08,Brasileirão,2006,League,Santos,Gremio,1,0,False
2006-10-08,Brasileirão,2006,League,Figueirense,Botafogo-RJ,1,0,False
2006-10-14,Brasileirão,2006,League,Cruzeiro,Fortaleza,0,0,False
2006-10-14,Brasileirão,2006,League,Sao Paulo,Juventude,5,0,False
2006-10-14,Brasileirão,2006,League,Botafogo-RJ,Santos,4,3,False
2006-10-14,Brasileirão,2006,League,Sao Caetano,Gremio,0,2,False
2006-10-15,Brasileirão,2006,League,Santa Cruz,Vasco,0,4,False
2006-10-15,Brasileirão,2006,League,Palmeiras,Athletico-PR,2,2,False
2006-10-15,Brasileirão,2006,League,Figueirense,Ponte Preta,2,1,False
2006-10-15,Brasileirão,2006,League,Flamengo,Corinthians,3,0,False
2006-10-15,Brasileirão,2006,League,Parana,Goias,1,0,False
2006-10-15,Brasileirão,2006,League,Internacional,Fluminense,2,0,False
2006-10-18,Brasileirão,2006,League,Vasco,Palmeiras,3,0,False
2006-10-21,Brasileirão,2006,League,Goias,Santa Cruz,5,3,False
2006-10-21,Brasileirão,2006,League,Santos,Figueirense,2,1,False
2006-10-21,Brasileirão,2006,League,Ponte Preta,Internacional,0,2,False
2006-10-22,Brasileirão,2006,League,Gremio,Sao Paulo,1,1,False
2006-10-22,Brasileirão,2006,League,Parana,Flamengo,0,2,False
2006-10-22,Brasileirão,2006,League,Fortaleza,Athletico-PR,3,4,False
2006-10-22,Brasileirão,2006,League,Corinthians,Cruzeiro,1,0,False
2006-10-22,Brasileirão,2006,League,Botafogo-RJ,Sao Caetano,2,1,False
2006-10-22,Brasileirão,2006,League,Juventude,Fluminense,1,1,False
2006-10-25,Brasileirão,2006,League,Corinthians,Palmeiras,1,0,False
2006-10-26,Brasileirão,2006,League,Santa Cruz,Fortaleza,0,1,False
2006-10-26,Brasileirão,2006,League,Internacional,Juventude,1,0,False
2006-10-26,Brasileirão,2006,League,Vasco,Flamengo,3,1,False
2006-10-26,Brasileirão,2006,League,Fluminense,Gremio,1,2,False
2006-10-28,Brasileirão,2006,League,Athletico-PR,Parana,4,0,False
2006-10-28,Brasileirão,2006,League,Figueirense,Sao Paulo,0,2,False
2006-10-28,Brasileirão,2006,League,Ponte Preta,Botafogo-RJ,1,2,False
2006-10-28,Brasileirão,2006,League,Goias,Cruzeiro,2,3,False
2006-10-28,Brasileirão,2006,League,Santos,Sao Caetano,1,0,False
2006-11-01,Brasileirão,2006,League,Palmeiras,Goias,1,3,False
2006-11-01,Brasileirão,2006,League,Athletico-PR,Vasco,6,4,False
2006-11-01,Brasileirão,2006,League,Flamengo,Santa Cruz,1,1,False
2006-11-01,Brasileirão,2006,League,Gremio,Figueirense,1,2,False
2006-11-01,Brasileirão,2006,League,Fortaleza,Corinthians,0,4,False
2006-11-01,Brasileirão,2006,League,Juventude,Santos,3,2,False
2006-11-01,Brasileirão,2006,League,Sao Caetano,Fluminense,1,1,False
2006-11-02,Brasileirão,2006,League,Sao Paulo,Ponte Preta,1,1,False
2006-11-02,Brasileirão,2006,League,Botafogo-RJ,Internacional,0,1,False
2006-11-02,Brasileirão,2006,League,Cruzeiro,Parana,2,2,False
2006-11-04,Brasileirão,2006,League,Flamengo,Athletico-PR,1,0,False
2006-11-04,Brasileirão,2006,League,Figueirense,Juventude,1,0,False
2006-11-05,Brasileirão,2006,League,Botafogo-RJ,Fluminense,2,1,False
2006-11-05,Brasileirão,2006,League,Corinthians,Santa Cruz,1,0,False
2006-11-05,Brasileirão,2006,League,Fortaleza,Goias,0,3,False
2006-11-05,Brasileirão,2006,League,Parana,Palmeiras,4,2,False
2006-11-05,Brasileirão,2006,League,Ponte Preta,Sao Caetano,1,2,False
2006-11-05,Brasileirão,2006,League,Santos,Sao Paulo,0,1,False
2006-11-05,Brasileirão,2006,League,Cruzeiro,Vasco,2,1,False
2006-11-05,Brasileirão,2006,League,Gremio,Internacional,0,1,False
2006-11-08,Brasileirão,2006,League,Vasco,Parana,3,1,False
2006-11-08,Brasileirão,2006,League,Sao Caetano,Figueirense,3,1,False
2006-11-08,Brasileirão,2006,League,Juventude,Gremio,1,2,False
2006-11-08,Brasileirão,2006,League,Palmeiras,Fortaleza,3,0,False
2006-11-08,Brasileirão,2006,League,Internacional,Santos,0,0,False
2006-11-08,Brasileirão,2006,League,Athletico-PR,Corinthians,1,2,False
2006-11-08,Brasileirão,2006,League,Goias,Flamengo,0,1,False
2006-11-09,Brasileirão,2006,League,Santa Cruz,Cruzeiro,4,1,False
2006-11-09,Brasileirão,2006,League,Sao Paulo,Botafogo-RJ,3,0,False
2006-11-09,Brasileirão,2006,League,Fluminense,Ponte Preta,0,0,False
2006-11-11,Brasileirão,2006,League,Santos,Parana,1,0,False
2006-11-11,Brasileirão,2006,League,Internacional,Fortaleza,3,0,False
2006-11-11,Brasileirão,2006,League,Vasco,Juventude,1,1,False
2006-11-12,Brasileirão,2006,League,Fluminense,Cruzeiro,1,0,False
2006-11-12,Brasileirão,2006,League,Figueirense,Corinthians,0,0,False
2006-11-12,Brasileirão,2006,League,Ponte Preta,Flamengo,3,0,False
2006-11-12,Brasileirão,2006,League,Goias,Sao Paulo,0,2,False
2006-11-12,Brasileirão,2006,League,Athletico-PR,Gremio,2,3,False
2006-11-12,Brasileirão,2006,League,Palmeiras,Botafogo-RJ,2,1,False
2006-11-12,Brasileirão,2006,League,Santa Cruz,Sao Caetano,0,3,False
2006-11-18,Brasileirão,2006,League,Flamengo,Figueirense,0,2,False
2006-11-18,Brasileirão,2006,League,Gremio,Santa Cruz,3,1,False
2006-11-18,Brasileirão,2006,League,Corinthians,Fluminense,1,1,False
2006-11-19,Brasileirão,2006,League,Fortaleza,Ponte Preta,1,0,False
2006-11-19,Brasileirão,2006,League,Cruzeiro,Santos,1,1,False
2006-11-19,Brasileirão,2006,League,Botafogo-RJ,Goias,2,2,False
2006-11-19,Brasileirão,2006,League,Sao Paulo,Athletico-PR,1,1,False
2006-11-19,Brasileirão,2006,League,Sao Caetano,Vasco,0,1,False
2006-11-19,Brasileirão,2006,League,Parana,Internacional,1,0,False
2006-11-19,Brasileirão,2006,League,Juventude,Palmeiras,3,2,False
2006-11-26,Brasileirão,2006,League,Palmeiras,Internacional,1,4,False
2006-11-26,Brasileirão,2006,League,Santa Cruz,Fluminense,1,2,False
2006-11-26,Brasileirão,2006,League,Sao Paulo,Cruzeiro,2,0,False
2006-11-26,Brasileirão,2006,League,Vasco,Santos,1,1,False
2006-11-26,Brasileirão,2006,League,Goias,Ponte Preta,3,0,False
2006-11-26,Brasileirão,2006,League,Athletico-PR,Figueirense,1,4,False
2006-11-26,Brasileirão,2006,League,Gremio,Flamengo,3,0,False
2006-11-26,Brasileirão,2006,League,Juventude,Fortaleza,2,2,False
2006-11-26,Brasileirão,2006,League,Botafogo-RJ,Corinthians,0,0,False
2006-11-26,Brasileirão,2006,League,Sao Caetano,Parana,0,2,False
2006-12-02,Brasileirão,2006,League,Internacional,Goias,1,4,False
2006-12-02,Brasileirão,2006,League,Flamengo,Sao Caetano,4,1,False
2006-12-03,Brasileirão,2006,League,Corinthians,Juventude,5,3,False
2006-12-03,Brasileirão,2006,League,Santos,Santa Cruz,3,1,False
2006-12-03,Brasileirão,2006,League,Fortaleza,Gremio,1,0,False
2006-12-03,Brasileirão,2006,League,Ponte Preta,Athletico-PR,1,1,False
2006-12-03,Brasileirão,2006,League,Parana,Sao Paulo,0,0,False
2006-12-03,Brasileirão,2006,League,Figueirense,Vasco,0,0,False
2006-12-03,Brasileirão,2006,League,Fluminense,Palmeiras,1,1,False
2006-12-03,Brasileirão,2006,League,Cruzeiro,Botafogo-RJ,3,1,False
2007-05-12,Brasileirão,2007,League,Figueirense,Athletico-PR,3,6,False
2007-05-12,Brasileirão,2007,League,Sao Paulo,Goias,2,0,False
2007-05-12,Brasileirão,2007,League,Fluminense,Cruzeiro,2,2,False
2007-05-13,Brasileirão,2007,League,Sport,Santos,4,1,False
2007-05-13,Brasileirão,2007,League,Flamengo,Palmeiras,2,4,False
2007-05-13,Brasileirão,2007,League,Internacional,Botafogo-RJ,2,3,False
2007-05-13,Brasileirão,2007,League,Parana,Gremio,3,0,False
2007-05-13,Brasileirão,2007,League,Atletico-MG,Nautico,2,1,False
2007-05-13,Brasileirão,2007,League,Corinthians,Juventude,1,0,False
2007-05-13,Brasileirão,2007,League,America-RN,Vasco,0,1,False
2007-05-19,Brasileirão,2007,League,Santos,America-RN,2,3,False
2007-05-19,Brasileirão,2007,League,Athletico-PR,Internacional,2,1,False
2007-05-19,Brasileirão,2007,League,Juventude,Parana,1,2,False
2007-05-20,Brasileirão,2007,League,Cruzeiro,Corinthians,0,3,False
2007-05-20,Brasileirão,2007,League,Goias,Flamengo,1,3,False
2007-05-20,Brasileirão,2007,League,Palmeiras,Figueirense,2,1,False
2007-05-20,Brasileirão,2007,League,Botafogo-RJ,Atletico-MG,2,1,False
2007-05-20,Brasileirão,2007,League,Gremio,Fluminense,2,0,False
2007-05-20,Brasileirão,2007,League,Nautico,Sao Paulo,1,0,False
2007-05-20,Brasileirão,2007,League,Vasco,Sport,3,1,False
2007-05-26,Brasileirão,2007,League,America-RN,Figueirense,0,1,False
2007-05-26,Brasileirão,2007,League,Corinthians,Atletico-MG,0,0,False
2007-05-26,Brasileirão,2007,League,Fluminense,Internacional,3,0,False
2007-05-27,Brasileirão,2007,League,Flamengo,Botafogo-RJ,2,2,False
2007-05-27,Brasileirão,2007,League,Cruzeiro,Parana,3,4,False
2007-05-27,Brasileirão,2007,League,Nautico,Vasco,2,2,False
2007-05-27,Brasileirão,2007,League,Goias,Juventude,3,1,False
2007-05-27,Brasileirão,2007,League,Athletico-PR,Santos,0,1,False
2007-05-27,Brasileirão,2007,League,Sao Paulo,Palmeiras,0,0,False
2007-05-27,Brasileirão,2007,League,Gremio,Sport,1,0,False
2007-06-02,Brasileirão,2007,League,Atletico-MG,Athletico-PR,1,1,False
2007-06-02,Brasileirão,2007,League,Botafogo-RJ,Gremio,3,0,False
2007-06-02,Brasileirão,2007,League,Figueirense,Goias,2,1,False
2007-06-03,Brasileirão,2007,League,Vasco,Fluminense,1,1,False
2007-06-03,Brasileirão,2007,League,Parana,Sao Paulo,0,1,False
2007-06-03,Brasileirão,2007,League,Sport,Flamengo,2,2,False
2007-06-03,Brasileirão,2007,League,Palmeiras,Cruzeiro,1,3,False
2007-06-03,Brasileirão,2007,League,Santos,Corinthians,1,1,False
2007-06-03,Brasileirão,2007,League,Juventude,America-RN,3,0,False
2007-06-04,Brasileirão,2007,League,Internacional,Nautico,2,0,False
2007-06-09,Brasileirão,2007,League,Palmeiras,Botafogo-RJ,1,1,False
2007-06-09,Brasileirão,2007,League,Nautico,Parana,4,4,False
2007-06-09,Brasileirão,2007,League,Vasco,Gremio,4,0,False
2007-06-10,Brasileirão,2007,League,Internacional,Santos,1,0,False
2007-06-10,Brasileirão,2007,League,Cruzeiro,Juventude,2,3,False
2007-06-10,Brasileirão,2007,League,Sao Paulo,Atletico-MG,0,1,False
2007-06-10,Brasileirão,2007,League,Athletico-PR,Goias,0,3,False
2007-06-10,Brasileirão,2007,League,America-RN,Corinthians,1,2,False
2007-06-10,Brasileirão,2007,League,Fluminense,Sport,3,0,False
2007-06-10,Brasileirão,2007,League,Figueirense,Flamengo,4,0,False
2007-06-14,Brasileirão,2007,League,Botafogo-RJ,Vasco,4,0,False
2007-06-16,Brasileirão,2007,League,Gremio,Cruzeiro,0,2,False
2007-06-16,Brasileirão,2007,League,Flamengo,Internacional,2,2,False
2007-06-16,Brasileirão,2007,League,Corinthians,Parana,0,0,False
2007-06-17,Brasileirão,2007,League,Juventude,Santos,0,2,False
2007-06-17,Brasileirão,2007,League,Sport,America-RN,2,2,False
2007-06-17,Brasileirão,2007,League,Botafogo-RJ,Nautico,3,1,False
2007-06-17,Brasileirão,2007,League,Sao Paulo,Vasco,2,0,False
2007-06-17,Brasileirão,2007,League,Athletico-PR,Fluminense,1,1,False
2007-06-17,Brasileirão,2007,League,Atletico-MG,Figueirense,4,1,False
2007-06-17,Brasileirão,2007,League,Goias,Palmeiras,3,1,False
2007-06-23,Brasileirão,2007,League,Parana,Sport,1,0,False
2007-06-23,Brasileirão,2007,League,Juventude,Figueirense,1,1,False
2007-06-24,Brasileirão,2007,League,Internacional,Gremio,0,2,False
2007-06-24,Brasileirão,2007,League,Nautico,Goias,0,2,False
2007-06-24,Brasileirão,2007,League,America-RN,Fluminense,0,1,False
2007-06-24,Brasileirão,2007,League,Santos,Sao Paulo,0,2,False
2007-06-24,Brasileirão,2007,League,Cruzeiro,Atletico-MG,4,2,False
2007-06-24,Brasileirão,2007,League,Palmeiras,Athletico-PR,0,2,False
2007-06-28,Brasileirão,2007,League,Figueirense,Sao Paulo,0,0,False
2007-06-28,Brasileirão,2007,League,Sport,Nautico,4,1,False
2007-06-30,Brasileirão,2007,League,Santos,Gremio,0,0,False
2007-06-30,Brasileirão,2007,League,Cruzeiro,Vasco,3,1,False
2007-06-30,Brasileirão,2007,League,America-RN,Goias,0,3,False
2007-06-30,Brasileirão,2007,League,Internacional,Atletico-MG,1,1,False
2007-06-30,Brasileirão,2007,League,Parana,Athletico-PR,2,2,False
2007-06-30,Brasileirão,2007,League,Fluminense,Botafogo-RJ,1,2,False
2007-06-30,Brasileirão,2007,League,Corinthians,Palmeiras,0,1,False
2007-07-03,Brasileirão,2007,League,Fluminense,Parana,0,0,False
2007-07-03,Brasileirão,2007,League,Goias,Botafogo-RJ,1,1,False
2007-07-03,Brasileirão,2007,League,Athletico-PR,Nautico,1,1,False
2007-07-03,Brasileirão,2007,League,Gremio,Juventude,3,1,False
2007-07-03,Brasileirão,2007,League,Figueirense,Cruzeiro,2,1,False
2007-07-03,Brasileirão,2007,League,Sao Paulo,Internacional,1,0,False
2007-07-03,Brasileirão,2007,League,Palmeiras,America-RN,2,0,False
2007-07-04,Brasileirão,2007,League,Sport,Corinthians,2,1,False
2007-07-04,Brasileirão,2007,League,Atletico-MG,Flamengo,1,1,False
2007-07-04,Brasileirão,2007,League,Vasco,Santos,4,0,False
2007-07-06,Brasileirão,2007,League,Parana,America-RN,0,1,False
2007-07-07,Brasileirão,2007,League,Juventude,Vasco,2,0,False
2007-07-07,Brasileirão,2007,League,Nautico,Palmeiras,0,1,False
2007-07-07,Brasileirão,2007,League,Internacional,Figueirense,2,1,False
2007-07-07,Brasileirão,2007,League,Goias,Sport,3,2,False
2007-07-07,Brasileirão,2007,League,Corinthians,Fluminense,1,1,False
2007-07-07,Brasileirão,2007,League,Atletico-MG,Gremio,0,1,False
2007-07-07,Brasileirão,2007,League,Sao Paulo,Flamengo,0,0,False
2007-07-07,Brasileirão,2007,League,Santos,Cruzeiro,4,1,False
2007-07-07,Brasileirão,2007,League,Botafogo-RJ,Athletico-PR,2,0,False
2007-07-12,Brasileirão,2007,League,Vasco,Athletico-PR,1,0,False
2007-07-12,Brasileirão,2007,League,Parana,Figueirense,1,2,False
2007-07-12,Brasileirão,2007,League,Juventude,Nautico,1,1,False
2007-07-14,Brasileirão,2007,League,Santos,Botafogo-RJ,3,0,False
2007-07-14,Brasileirão,2007,League,Sport,Atletico-MG,2,0,False
2007-07-14,Brasileirão,2007,League,Gremio,Palmeiras,1,1,False
2007-07-14,Brasileirão,2007,League,Cruzeiro,Goias,2,1,False
2007-07-14,Brasileirão,2007,League,America-RN,Internacional,1,2,False
2007-07-14,Brasileirão,2007,League,Corinthians,Sao Paulo,1,1,False
2007-07-18,Brasileirão,2007,League,Figueirense,Sport,0,1,False
